row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A004,,,201974,,,,,,,,NEW_SESSION,
EVENT,A004,1,,208570,,,,,,,,START,
DATA,A004,1,26,208930,0.1417,0.7060,0.4124,53.2227,194.3970,34.1187,0.8298,,
DATA,A004,1,27,208940,0.1148,0.7138,0.3948,55.2979,209.7778,38.3301,0.8238,,
DATA,A004,1,28,208950,0.0836,0.7314,0.3724,58.8989,229.7974,44.6167,0.8250,,
DATA,A004,1,29,208960,0.0653,0.7539,0.3614,62.2559,240.4785,49.1333,0.8386,,
DATA,A004,1,30,208970,0.0269,0.8066,0.3519,67.2607,252.9907,57.3730,0.8804,,
DATA,A004,1,31,208980,-0.0014,0.8449,0.3443,69.0918,260.0708,62.8052,0.9124,,
DATA,A004,1,32,208990,-0.0370,0.8950,0.3367,69.9463,266.9678,71.4111,0.9569,,
DATA,A004,1,33,209000,-0.0773,0.8725,0.3113,67.9321,269.2871,72.9980,0.9296,,
DATA,A004,1,34,209010,-0.1144,0.9724,0.3043,71.2280,270.0806,86.6089,1.0253,,
DATA,A004,1,35,209020,-0.1469,1.0031,0.3025,68.3594,269.3481,91.6138,1.0580,,
DATA,A004,1,36,209030,-0.1896,1.0376,0.2857,61.5845,264.5264,101.1963,1.0928,,
DATA,A004,1,37,209040,-0.2165,1.0510,0.2762,57.6172,259.3384,106.8115,1.1080,,
DATA,A004,1,38,209050,-0.2563,1.0783,0.2608,53.4058,249.2065,114.5630,1.1386,,
DATA,A004,1,39,209060,-0.2721,1.0969,0.2571,50.9644,241.8213,119.0186,1.1590,,
DATA,A004,1,40,209070,-0.3036,1.1233,0.2501,46.9360,229.7974,124.6948,1.1901,,
DATA,A004,1,41,209080,-0.3229,1.1401,0.2476,44.5557,221.0693,127.7466,1.2105,,
DATA,A004,1,42,209090,-0.3439,1.1587,0.2488,41.0767,208.2520,131.8970,1.2340,,
DATA,A004,1,43,209100,-0.3625,1.1665,0.2574,39.6118,198.9746,134.0942,1.2483,,
DATA,A004,1,44,209110,-0.3791,1.1823,0.2676,37.2314,184.5093,136.3525,1.2701,,
DATA,A004,1,45,209120,-0.3966,1.1836,0.2820,36.4380,174.8047,137.3291,1.2797,,
DATA,A004,1,46,209130,-0.4194,1.1882,0.3064,36.0107,159.6069,137.9395,1.2968,,
DATA,A004,1,47,209140,-0.4394,1.1899,0.3240,36.0718,148.8647,137.7563,1.3092,,
DATA,A004,1,48,209150,-0.4694,1.1872,0.3480,35.6445,131.3477,136.5356,1.3232,,
DATA,A004,1,49,209160,-0.4884,1.1843,0.3633,35.4614,118.5303,134.7046,1.3316,,
DATA,A004,1,50,209170,-0.5180,1.1682,0.3746,34.8511,97.9004,130.6763,1.3316,,
DATA,A004,1,76,209476,-0.3671,0.9047,0.2747,-6.2256,9.8267,-13.0615,1.0143,,
DATA,A004,1,77,209486,-0.3600,0.8984,0.2669,-8.3618,10.0708,-16.1743,1.0040,,
DATA,A004,1,78,209496,-0.3554,0.8935,0.2584,-9.4604,10.2539,-21.2402,0.9957,,
DATA,A004,1,79,209506,-0.3522,0.9011,0.2544,-9.8267,10.2539,-24.3530,1.0004,,
DATA,A004,1,80,209516,-0.3395,0.9077,0.2542,-10.5591,10.3760,-29.1748,1.0019,,
DATA,A004,1,81,209526,-0.3307,0.9118,0.2562,-10.8032,10.4370,-32.1655,1.0032,,
DATA,A004,1,82,209536,-0.3258,0.9206,0.2544,-11.2915,10.5591,-35.3394,1.0092,,
DATA,A004,1,83,209546,-0.3173,0.9345,0.2549,-11.1694,9.7046,-39.7949,1.0193,,
DATA,A004,1,84,209556,-0.3114,0.9436,0.2554,-11.5356,8.6060,-42.4805,1.0259,,
DATA,A004,1,85,209566,-0.3053,0.9477,0.2513,-13.0005,6.7749,-46.1426,1.0269,,
DATA,A004,1,86,209576,-0.3041,0.9480,0.2469,-13.4888,5.6763,-48.4619,1.0257,,
DATA,A004,1,87,209586,-0.2990,0.9519,0.2427,-12.9395,3.1738,-51.4526,1.0268,,
DATA,A004,1,88,209596,-0.2995,0.9575,0.2422,-12.9395,0.9155,-53.2837,1.0321,,
DATA,A004,1,89,209606,-0.2870,0.9616,0.2437,-13.4277,-2.6245,-55.8472,1.0327,,
DATA,A004,1,90,209616,-0.2812,0.9575,0.2461,-14.4043,-5.1270,-57.5562,1.0278,,
DATA,A004,1,91,209626,-0.2712,0.9387,0.2425,-16.0522,-9.3994,-59.8755,1.0067,,
DATA,A004,1,92,209636,-0.2599,0.9257,0.2366,-16.7236,-11.7798,-61.4014,0.9902,,
DATA,A004,1,93,209646,-0.2487,0.9079,0.2354,-17.0288,-15.3198,-63.6597,0.9704,,
DATA,A004,1,94,209656,-0.2463,0.9084,0.2354,-15.5640,-17.7002,-65.1245,0.9702,,
DATA,A004,1,95,209666,-0.2306,0.9206,0.2315,-15.2588,-20.9961,-66.9556,0.9769,,
DATA,A004,1,96,209676,-0.2226,0.9145,0.2261,-16.8457,-22.3389,-68.1763,0.9680,,
DATA,A004,1,97,209686,-0.2008,0.8813,0.2125,-20.2026,-23.8037,-69.9463,0.9285,,
DATA,A004,1,98,209696,-0.1957,0.8530,0.2066,-21.1182,-24.3530,-71.0449,0.8992,,
DATA,A004,1,99,209706,-0.1894,0.8193,0.2022,-20.8130,-25.3906,-72.6318,0.8649,,
DATA,A004,1,100,209716,-0.1791,0.8051,0.1968,-20.6299,-25.8789,-73.7915,0.8480,,
DATA,A004,1,126,210006,-0.2592,0.8098,-0.0429,46.3867,-67.6880,-17.8223,0.8513,,
DATA,A004,1,127,210016,-0.3422,0.8276,-0.0537,55.6030,-83.7402,-8.9111,0.8972,,
DATA,A004,1,128,210026,-0.3822,0.8484,-0.0461,61.4014,-94.9707,-4.0283,0.9316,,
DATA,A004,1,129,210036,-0.4286,0.9045,0.0008,70.1904,-108.5815,2.9297,1.0009,,
DATA,A004,1,130,210046,-0.4355,0.9592,0.0552,74.8291,-120.9717,5.8594,1.0549,,
DATA,A004,1,131,210056,-0.3805,1.0383,0.1087,75.7446,-132.1411,11.4746,1.1112,,
DATA,A004,1,132,210066,-0.3273,1.0559,0.1585,73.5474,-133.4839,14.4653,1.1167,,
DATA,A004,1,133,210076,-0.3205,1.0454,0.2046,69.4580,-136.1694,17.0288,1.1124,,
DATA,A004,1,134,210086,-0.3459,1.0427,0.2164,67.6880,-135.6201,19.8364,1.1197,,
DATA,A004,1,135,210096,-0.3612,1.0417,0.2464,67.1997,-126.8921,19.2871,1.1298,,
DATA,A004,1,136,210106,-0.3588,1.0385,0.2708,65.6738,-117.6147,17.5781,1.1317,,
DATA,A004,1,137,210116,-0.3915,1.0400,0.3321,62.3169,-105.4688,16.3574,1.1598,,
DATA,A004,1,138,210126,-0.4081,1.0559,0.3702,59.0210,-98.3887,15.8691,1.1910,,
DATA,A004,1,139,210136,-0.3852,1.0661,0.4346,52.1851,-83.9233,15.0757,1.2140,,
DATA,A004,1,140,210146,-0.3517,1.0678,0.4512,46.4478,-68.3594,13.7939,1.2114,,
DATA,A004,1,141,210156,-0.2970,1.0542,0.4278,37.4756,-32.5317,12.3901,1.1758,,
