row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A010,,,113883,,,,,,,,NEW_SESSION,
EVENT,A010,1,,114683,,,,,,,,START,
DATA,A010,1,1,114790,0.8916,0.0910,0.5249,11.5967,30.3955,-11.5356,1.0386,,
DATA,A010,1,2,114890,0.8345,0.0805,0.5408,0.9155,0.1831,-2.2583,0.9976,,
DATA,A010,1,3,114990,0.8623,0.0688,0.5266,3.1128,-2.3804,-4.5166,1.0127,,
DATA,A010,1,4,115090,0.8520,0.0649,0.5508,1.4038,-0.7935,-5.7373,1.0166,,
DATA,A010,1,5,115190,0.8413,0.0605,0.5413,0.5493,-1.9531,-4.0894,1.0022,,
DATA,A010,1,6,115290,0.8462,0.0698,0.5483,0.2441,-6.5918,-3.8452,1.0107,,
DATA,A010,1,7,115390,0.8403,0.0693,0.5405,-0.0610,-8.1787,-5.1880,1.0015,,
DATA,A010,1,8,115490,0.8445,0.0637,0.5481,0.0000,-7.2632,-3.6011,1.0088,,
DATA,A010,1,9,115590,0.8525,0.0698,0.5349,0.9766,-3.9673,-4.5166,1.0089,,
DATA,A010,1,10,115690,0.8432,0.0617,0.5461,-1.6479,-3.9673,-1.8311,1.0065,,
DATA,A010,1,11,115790,0.8457,0.0522,0.5327,0.0000,-6.6528,-2.8687,1.0008,,
DATA,A010,1,12,115890,0.8418,0.0588,0.5232,4.0283,-2.1973,-2.2583,0.9929,,
DATA,A010,1,13,115990,0.8520,0.0654,0.5466,6.2866,-0.3052,-3.1128,1.0144,,
DATA,A010,1,14,116090,0.8391,0.0539,0.5439,2.9907,-2.3804,-3.2959,1.0014,,
DATA,A010,1,15,116190,0.8437,0.0495,0.5315,3.1738,-6.2256,-0.4272,0.9984,,
DATA,A010,1,16,116290,0.8574,0.0500,0.5491,1.5869,-6.7139,-2.6245,1.0194,,
DATA,A010,1,17,116390,0.8606,0.0502,0.5371,4.0894,-5.4932,-3.4790,1.0157,,
DATA,A010,1,18,119247,0.8625,0.0742,0.5872,-13.7939,10.8032,-7.8125,1.0460,,
DATA,A010,1,19,119347,0.6291,0.0070,0.5664,19.6533,-12.3901,6.2866,0.8466,,
DATA,A010,1,20,119447,0.8603,0.1086,0.6697,9.6436,-3.6011,-18.9819,1.0956,,
DATA,A010,1,21,119547,0.8501,0.0505,0.5552,-2.2583,27.6489,13.7939,1.0166,,
DATA,A010,1,22,119647,0.8257,0.0998,0.6069,10.0708,-34.5459,5.5542,1.0296,,
DATA,A010,1,23,119747,0.8137,0.0290,0.6016,0.0000,-7.3853,-2.5024,1.0123,,
DATA,A010,1,24,119847,0.8078,0.0690,0.5647,2.9297,-5.7983,-2.2583,0.9881,,
DATA,A010,1,25,119947,0.8315,0.0519,0.5889,4.6387,-10.5591,-0.7935,1.0202,,
DATA,A010,1,26,120047,0.8205,0.0639,0.5688,4.5776,-19.3481,-1.8921,1.0005,,
DATA,A010,1,27,120147,0.8760,0.0580,0.5017,1.5869,-24.4141,-1.4038,1.0111,,
DATA,A010,1,28,120247,0.8638,0.0524,0.5417,-3.1738,-1.6479,-4.6997,1.0209,,
DATA,A010,1,29,120347,0.8569,0.0532,0.5188,-5.4932,-5.0049,-8.6060,1.0031,,
DATA,A010,1,30,120447,0.8450,0.0493,0.5203,-3.2349,0.3662,-8.1177,0.9935,,
DATA,A010,1,31,120547,0.8606,0.0519,0.5371,1.5869,-1.3428,0.7324,1.0158,,
DATA,A010,1,32,120647,0.8418,0.0461,0.5461,-1.5869,-1.4648,0.1221,1.0045,,
DATA,A010,1,33,120747,0.8511,0.0439,0.5430,3.7842,-6.1646,-1.5259,1.0105,,
DATA,A010,1,34,120847,0.8496,0.0446,0.5415,1.6479,-4.1504,-4.9438,1.0085,,
DATA,A010,1,35,120947,0.8471,0.0388,0.5359,4.6387,-7.5684,-2.5635,1.0032,,
DATA,A010,1,36,121047,0.8552,0.0485,0.5381,2.1362,-5.9204,-2.1362,1.0116,,
DATA,A010,1,37,121147,0.8491,0.0522,0.5298,5.4932,-2.8076,-1.8311,1.0022,,
DATA,A010,1,38,121247,0.8515,0.0424,0.5313,3.9062,-5.0049,-2.3804,1.0046,,
DATA,A010,1,39,121347,0.8386,0.0422,0.5305,2.5024,-9.8267,-1.8921,0.9932,,
DATA,A010,1,40,121447,0.8742,0.0424,0.5293,4.4556,-15.0146,-1.2207,1.0229,,
DATA,A010,1,41,121547,0.8808,0.0319,0.4653,8.9722,-40.2832,6.7749,0.9967,,
DATA,A010,1,42,121647,0.9006,0.0148,0.4226,-9.9487,-52.9175,17.3950,0.9950,,
DATA,A010,1,43,121747,0.9541,-0.0230,0.4260,28.3813,30.7007,-3.8452,1.0451,,
EVENT,A010,1,,121833,,,,,,,,STOP,43
