row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A009,,,8108697,,,,,,,,NEW_SESSION,
EVENT,A009,1,,8110163,,,,,,,,START,
DATA,A009,1,1,8110263,-0.6552,-0.5302,0.5910,-4.2725,2.3193,4.3945,1.0294,,
DATA,A009,1,2,8110363,-0.7934,-0.5219,0.5161,-1.4648,31.9214,-17.7612,1.0808,,
DATA,A009,1,3,8110463,-0.6703,-0.5517,0.5561,-5.1270,4.5166,4.3945,1.0310,,
DATA,A009,1,4,8110563,-0.6947,-0.4836,0.4855,5.1880,37.2314,-5.0659,0.9758,,
DATA,A009,1,5,8110663,-0.7187,-0.4733,0.4558,22.2778,32.5928,-16.9678,0.9738,,
DATA,A009,1,6,8110763,-0.7350,-0.5727,0.4247,4.6997,12.5732,-11.1694,1.0240,,
DATA,A009,1,7,8110863,-0.7663,-0.5385,0.4521,-1.7090,-8.9722,-2.6855,1.0400,,
DATA,A009,1,8,8110963,-0.7021,-0.4968,0.5004,10.4370,17.6392,-24.1699,0.9950,,
DATA,A009,1,9,8111063,-0.6557,-0.5563,0.4738,-19.4702,-40.7715,11.5356,0.9818,,
DATA,A009,1,10,8111163,-0.7279,-0.5441,0.4406,24.1699,75.5615,-20.8740,1.0100,,
DATA,A009,1,11,8111263,-0.7365,-0.5156,0.3930,-3.1128,0.8545,19.0430,0.9812,,
DATA,A009,1,12,8111363,-0.7152,-0.6745,0.3806,-10.0708,0.0610,-2.1362,1.0542,,
DATA,A009,1,13,8111463,-0.7289,-0.5454,0.3762,-19.0430,-9.3384,-10.9863,0.9850,,
DATA,A009,1,14,8111563,-0.7458,-0.5776,0.3857,-12.5732,-2.1973,-16.5405,1.0191,,
DATA,A009,1,15,8111663,-0.7216,-0.6308,0.3815,-7.9346,-19.6533,1.2817,1.0316,,
DATA,A009,1,16,8111763,-0.7167,-0.6176,0.4003,-1.6479,-5.8594,3.0518,1.0273,,
DATA,A009,1,17,8111863,-0.7990,-0.5871,0.3989,-5.3101,14.4653,3.2959,1.0687,,
DATA,A009,1,18,8111963,-0.6803,-0.6147,0.3508,23.5596,25.0244,22.1558,0.9817,,
DATA,A009,1,19,8112063,-0.7480,-0.5859,0.4060,-6.2256,-4.2725,-11.7187,1.0332,,
EVENT,A009,1,,8112094,,,,,,,,STOP,19
EVENT,A009,2,,8112907,,,,,,,,START,
DATA,A009,2,1,8113007,-0.7006,-0.5827,0.4179,2.6245,-12.7563,-2.6245,1.0025,,
DATA,A009,2,2,8113107,-0.7270,-0.5991,0.4211,0.1831,-1.9531,-2.3193,1.0318,,
DATA,A009,2,3,8113207,-0.7128,-0.5739,0.4060,3.9062,0.7935,2.2583,1.0011,,
DATA,A009,2,4,8113307,-0.7384,-0.5656,0.4128,5.9814,-2.3193,-1.7090,1.0176,,
DATA,A009,2,5,8113407,-0.7389,-0.6108,0.4780,2.7466,-21.1182,-4.3945,1.0712,,
DATA,A009,2,6,8113507,-0.6654,-0.5788,0.4330,-10.9253,5.7373,9.0942,0.9825,,
DATA,A009,2,7,8113607,-0.6559,-0.5366,0.3583,-4.4556,22.3389,18.7988,0.9201,,
DATA,A009,2,8,8113707,-0.7289,-0.5129,0.3268,6.1646,11.6577,9.7046,0.9493,,
DATA,A009,2,9,8113807,-0.7553,-0.5226,0.3554,6.7139,-3.7842,-1.4038,0.9848,,
DATA,A009,2,10,8113907,-0.7433,-0.4731,0.3459,14.4653,-18.1885,-2.0142,0.9466,,
DATA,A009,2,11,8114007,-0.7177,-0.4977,0.5241,19.2871,-52.6733,-9.3994,1.0186,,
DATA,A009,2,12,8114107,-0.6791,-0.5727,0.6772,15.1367,-26.3672,-11.1084,1.1170,,
DATA,A009,2,13,8114207,-0.6501,-0.5454,0.6142,8.1177,3.1128,-4.3945,1.0475,,
DATA,A009,2,14,8114307,-0.6486,-0.4997,0.5444,4.2725,8.0566,2.0142,0.9832,,
DATA,A009,2,15,8114407,-0.6266,-0.5100,0.5742,6.7139,-10.3760,-2.1362,0.9911,,
DATA,A009,2,16,8114507,-0.6405,-0.5256,0.6086,-0.9155,-1.4038,-1.6479,1.0281,,
DATA,A009,2,17,8114607,-0.6317,-0.4536,0.5900,-9.1553,15.3198,5.4932,0.9762,,
DATA,A009,2,18,8114707,-0.6637,-0.5109,0.5524,-18.6768,28.2593,9.7656,1.0034,,
DATA,A009,2,19,8114807,-0.6955,-0.4973,0.4672,-0.8545,23.1323,13.7939,0.9743,,
DATA,A009,2,20,8114907,-0.7113,-0.5058,0.4435,5.0049,5.3711,6.0425,0.9791,,
DATA,A009,2,21,8115007,-0.7218,-0.5041,0.4887,6.7139,-2.1973,-4.6387,1.0070,,
DATA,A009,2,22,8115107,-0.7423,-0.4782,0.4938,6.2256,-9.5825,-3.2349,1.0117,,
DATA,A009,2,23,8115207,-0.7143,-0.4860,0.5041,-1.0986,0.3052,0.2441,1.0003,,
DATA,A009,2,24,8115307,-0.7067,-0.4804,0.5197,-6.9580,21.7285,6.6528,1.0002,,
DATA,A009,2,25,8115407,-0.7873,-0.5515,0.4350,-9.5825,23.9868,2.7466,1.0550,,
DATA,A009,2,26,8115507,-0.7582,-0.4973,0.4326,0.5493,16.7847,1.9531,1.0046,,
DATA,A009,2,27,8115607,-0.8044,-0.5002,0.4352,5.3101,-3.0518,-1.0986,1.0424,,
