row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A004,,,108810,,,,,,,,NEW_SESSION,
EVENT,A004,1,,110268,,,,,,,,START,
DATA,A004,1,1,110377,0.8874,-0.0162,0.4407,-8.0566,-16.9067,-14.2212,0.9910,,
DATA,A004,1,2,110477,0.8916,-0.0047,0.4661,0.6714,-6.5308,-8.3618,1.0061,,
DATA,A004,1,3,110577,0.9018,0.0078,0.4551,3.2349,-3.0518,-10.8032,1.0102,,
DATA,A004,1,4,110677,0.8816,0.0300,0.4587,-0.8545,-20.8130,7.5684,0.9942,,
DATA,A004,1,5,110777,0.9016,-0.0257,0.4097,7.0801,-36.6211,26.4893,0.9906,,
DATA,A004,1,6,110877,0.9548,-0.0672,0.4185,8.4229,-1.4038,-7.6294,1.0447,,
EVENT,A004,1,,110969,,,,,,,,STOP,6
