row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A005,,,,,,,,,,,NEW_SESSION,
EVENT,A005,4,,7512374,,,,,,,,START,
DATA,A005,4,1,7512474,0.0411,-0.5422,0.8806,77.3926,-62.7441,-26.6724,1.0349,,
DATA,A005,4,2,7512574,0.2296,-0.3024,0.9787,92.2852,-53.8330,-13.7329,1.0498,,
DATA,A005,4,3,7512674,0.3421,-0.1481,0.9614,63.6597,-58.3496,-43.5791,1.0311,,
DATA,A005,4,4,7512774,0.4068,-0.0009,0.8776,43.0298,-49.9268,-67.3828,0.9673,,
DATA,A005,4,5,7512874,0.3541,0.0389,0.8466,6.2866,33.0200,-76.1108,0.9185,,
DATA,A005,4,6,7512974,0.3324,0.0682,0.8774,-1.5259,38.2080,-31.4331,0.9407,,
DATA,A005,4,7,7513074,0.3604,-0.0952,1.0261,-45.4712,19.2261,31.2500,1.0917,,
DATA,A005,4,8,7513174,0.3451,0.1509,0.8930,-30.5176,-24.2310,-44.1284,0.9692,,
DATA,A005,4,9,7513274,0.3270,0.2298,0.9169,19.6533,-28.5645,-15.6250,1.0003,,
DATA,A005,4,10,7513374,0.3531,0.1204,0.8610,2.3193,-10.1318,31.2500,0.9384,,
DATA,A005,4,11,7513474,0.4015,-0.2668,0.9836,-124.3896,6.2866,21.1792,1.0953,,
DATA,A005,4,12,7513574,0.3338,0.2603,0.7609,40.5273,4.8218,-11.1694,0.8708,,
DATA,A005,4,13,7513674,0.4373,0.0059,0.7800,-45.4102,49.1333,93.3228,0.8942,,
DATA,A005,4,14,7513774,0.3307,-0.4829,1.0019,-82.2754,24.4141,31.3721,1.1603,,
DATA,A005,4,15,7513874,0.2813,-0.3828,0.9367,21.3013,6.2866,-9.6436,1.0503,,
DATA,A005,4,16,7513974,0.3429,-0.3102,0.8840,-4.5776,4.6387,-6.7749,0.9976,,
DATA,A005,4,17,7514074,0.2464,-0.3688,0.9138,-11.2915,2.1362,11.2915,1.0157,,
DATA,A005,4,18,7514174,0.2699,-0.3864,0.9147,-43.3960,-8.9111,2.5635,1.0290,,
DATA,A005,4,19,7514274,0.3570,-0.3510,0.8098,-61.4014,-16.2354,-3.1738,0.9520,,
DATA,A005,4,20,7514374,0.3399,-0.5004,0.7976,-12.1460,6.1646,9.8267,1.0010,,
EVENT,A005,4,,7514470,,,,,,,,STOP,20
EVENT,A005,5,,7516517,,,,,,,,START,
DATA,A005,5,1,7516617,0.3700,-0.4184,0.8593,0.7324,-1.9531,-1.9531,1.0249,,
DATA,A005,5,2,7516717,0.3822,-0.3903,0.8144,11.5967,2.0752,-1.1597,0.9806,,
DATA,A005,5,3,7516817,0.3783,-0.3742,0.8605,3.9673,2.3804,-0.4883,1.0118,,
DATA,A005,5,4,7516917,0.3668,-0.3464,0.8686,7.9346,-1.7090,-3.2349,1.0045,,
DATA,A005,5,5,7517017,0.3719,-0.3046,0.9072,9.8267,-4.2114,-4.3335,1.0267,,
DATA,A005,5,6,7517117,0.4080,-0.3581,0.8527,4.6387,2.3804,-14.7705,1.0109,,
DATA,A005,5,7,7517217,0.3897,-0.3203,0.8622,1.7700,-2.8076,-10.0708,0.9990,,
DATA,A005,5,8,7517317,0.4185,-0.3073,0.8686,-0.1221,-5.9814,2.0142,1.0120,,
DATA,A005,5,9,7517417,0.4261,-0.3137,0.8491,1.0376,-5.0659,-0.1831,1.0004,,
DATA,A005,5,10,7517517,0.4154,-0.2868,0.8684,2.6245,-4.3945,-0.0610,1.0044,,
DATA,A005,5,11,7517617,0.4254,-0.3027,0.8510,0.9155,-1.2817,0.0610,0.9984,,
DATA,A005,5,12,7517717,0.4205,-0.3068,0.8591,0.3662,0.0610,-0.9766,1.0045,,
DATA,A005,5,13,7517817,0.4273,-0.3000,0.8666,-1.0376,-4.1504,1.2817,1.0118,,
DATA,A005,5,14,7517917,0.4281,-0.3051,0.8552,-1.0986,-1.0376,1.4038,1.0038,,
DATA,A005,5,15,7518017,0.4344,-0.3088,0.8305,-2.6245,-2.5024,2.8076,0.9868,,
DATA,A005,5,16,7518117,0.4276,-0.3195,0.8459,-0.4272,-0.7324,1.0986,1.0002,,
DATA,A005,5,17,7518217,0.4308,-0.3115,0.8359,-2.1362,-2.5024,2.0752,0.9906,,
DATA,A005,5,18,7518317,0.4359,-0.3264,0.8383,-7.5073,-8.5449,1.1597,0.9996,,
DATA,A005,5,19,7518417,0.4442,-0.3281,0.8413,-5.7983,-5.0659,0.8545,1.0063,,
DATA,A005,5,20,7518517,0.4386,-0.3217,0.8325,-4.3945,-7.3242,2.5635,0.9944,,
DATA,A005,5,21,7518617,0.4640,-0.3496,0.8188,-4.4556,-7.3853,2.7466,1.0039,,
DATA,A005,5,22,7518717,0.4586,-0.3391,0.8120,-4.9438,-1.4648,-0.8545,0.9922,,
DATA,A005,5,23,7518817,0.4872,-0.3818,0.8686,19.4092,7.0190,-1.3428,1.0666,,
DATA,A005,5,24,7518917,0.5340,-0.3244,0.7558,-4.3945,-12.8784,-1.2207,0.9806,,
EVENT,A005,5,,7518942,,,,,,,,STOP,24
