row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A002,,,57841,,,,,,,,NEW_SESSION,
EVENT,A002,1,,61450,,,,,,,,START,
DATA,A002,1,1,61566,0.7993,-0.0051,0.6205,24.2310,2.4414,-15.9302,1.0118,,
DATA,A002,1,2,61666,0.7787,0.0762,0.5509,-3.7842,4.0283,-5.4932,0.9569,,
DATA,A002,1,3,61768,0.8112,0.0540,0.5819,4.9438,1.2817,-0.9155,0.9998,,
DATA,A002,1,4,61868,0.7802,0.0767,0.5672,5.9814,-0.3052,-8.1177,0.9677,,
DATA,A002,1,5,61968,0.7548,0.0925,0.5677,9.3994,-2.3193,-1.0376,0.9490,,
DATA,A002,1,6,62068,0.7951,0.1067,0.5780,3.5400,1.2207,0.8545,0.9888,,
DATA,A002,1,7,62174,0.8034,0.1218,0.5746,5.6763,-0.4272,0.9766,0.9952,,
DATA,A002,1,8,62274,0.7873,0.1214,0.5602,3.4790,-4.8828,-3.1128,0.9738,,
DATA,A002,1,9,62374,0.8110,0.1909,0.5831,-0.2441,-8.2397,5.0049,1.0169,,
DATA,A002,1,10,62474,0.8115,0.0398,0.5387,-25.2686,-5.1270,21.4233,0.9748,,
DATA,A002,1,11,62574,0.8015,0.0745,0.5113,-24.9634,-11.1084,6.4087,0.9536,,
DATA,A002,1,12,62675,0.7973,0.0215,0.5374,-41.6260,-15.9912,16.2354,0.9618,,
DATA,A002,1,13,62775,0.8395,-0.1396,0.4903,-14.0381,12.0850,-5.2490,0.9822,,
EVENT,A002,1,,62857,,,,,,,,STOP,13
EVENT,A002,2,,136779,,,,,,,,START,
DATA,A002,2,1,136894,0.4440,0.1907,0.8360,-4.5166,-9.0942,-4.6387,0.9656,,
DATA,A002,2,2,136994,0.4450,0.1829,0.8228,-10.5591,-3.9673,-0.8545,0.9532,,
DATA,A002,2,3,137094,0.3991,0.0864,0.7489,3.3569,6.8359,-15.6250,0.8530,,
DATA,A002,2,4,137194,0.5195,0.2571,0.8189,-3.9062,-0.2441,-8.2397,1.0033,,
DATA,A002,2,5,137294,0.4377,0.2053,0.8521,4.3945,-4.9438,-11.7188,0.9797,,
DATA,A002,2,6,137398,0.4487,0.1839,0.8353,-9.0942,-5.4321,-18.4937,0.9658,,
DATA,A002,2,7,137498,0.4643,0.1902,0.8285,-10.7422,-3.8452,-3.3569,0.9686,,
DATA,A002,2,8,137605,0.4548,0.2156,0.8697,2.5024,-1.6479,-5.1880,1.0048,,
DATA,A002,2,9,137705,0.4672,0.2273,0.9168,-22.5830,-2.3804,-9.2773,1.0538,,
DATA,A002,2,10,137807,0.4662,0.1770,0.9366,1.1597,-8.2397,5.3711,1.0611,,
