row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A002,,,47057,,,,,,,,NEW_SESSION,
DATA,A002,1,1,48550,-0.1366,0.3324,0.8623,15.1367,38.2080,-3.7842,0.9342,,
DATA,A002,1,2,48560,-0.1288,0.3387,0.8484,20.9961,34.2407,1.7090,0.9225,,
DATA,A002,1,3,48570,-0.1625,0.3412,0.8540,25.0244,32.5317,6.2866,0.9338,,
DATA,A002,1,4,48580,-0.1861,0.3409,0.8718,28.0151,28.1982,12.7563,0.9544,,
DATA,A002,1,5,48590,-0.2123,0.3427,0.8742,28.0762,28.1982,12.5732,0.9627,,
DATA,A002,1,6,48600,-0.2196,0.3295,0.8725,28.0151,24.1089,12.4512,0.9582,,
DATA,A002,1,7,48610,-0.2032,0.3390,0.8737,28.5034,22.4609,13.0615,0.9590,,
DATA,A002,1,8,48620,-0.1961,0.3412,0.8574,31.4331,14.4043,12.2070,0.9434,,
DATA,A002,1,9,48630,-0.1454,0.3195,0.8650,32.9590,15.0757,12.8784,0.9335,,
DATA,A002,1,10,48640,-0.2979,0.3038,0.8427,36.9263,15.0146,8.1177,0.9441,,
DATA,A002,1,11,48650,-0.5211,0.3549,0.8628,56.2744,-24.9023,-6.3477,1.0686,,
DATA,A002,1,12,48660,0.0626,0.3839,0.8423,61.8286,-29.1138,7.4463,0.9277,,
DATA,A002,1,13,48670,-0.0606,0.4296,0.8120,63.9038,2.6245,9.8267,0.9206,,
DATA,A002,1,14,48680,-0.1205,0.4532,0.8134,68.0542,20.6909,20.8130,0.9390,,
DATA,A002,1,15,48690,-0.3919,0.6068,0.8298,70.2515,23.3154,26.3672,1.1002,,
DATA,A002,1,16,48700,-0.0155,0.1832,0.7448,62.2559,20.2026,10.3760,0.7672,,
DATA,A002,1,17,48710,-0.1385,0.4088,0.7702,67.3828,24.6582,22.8882,0.8829,,
DATA,A002,1,18,48720,0.1452,1.0739,0.8215,71.2280,35.5835,30.5786,1.3598,,
DATA,A002,1,19,48730,0.4223,1.1351,0.4077,111.0840,99.6704,27.1606,1.2779,,
DATA,A002,1,20,48740,0.0189,0.5328,1.2299,121.3989,98.0835,58.7769,1.3405,,
DATA,A002,1,21,48750,-0.1126,0.7677,0.5534,-12.7563,170.5322,66.6504,0.9531,,
DATA,A002,1,22,48760,-0.0172,0.6334,0.5691,-20.8740,141.4185,79.7119,0.8517,,
DATA,A002,1,23,48770,0.1232,0.6354,0.5371,-21.2402,151.9165,72.5098,0.8410,,
DATA,A002,1,24,48780,0.1518,0.6700,0.5083,-18.3105,171.6919,77.4536,0.8546,,
DATA,A002,1,25,48790,0.1022,0.6989,0.4350,-18.9819,196.2891,85.0830,0.8295,,
DATA,A002,1,51,49050,-0.6827,1.3241,0.1357,-119.0796,63.9038,232.5439,1.4959,,
DATA,A002,1,52,49060,-0.6539,1.3353,0.1242,-117.9199,37.8418,235.6567,1.4920,,
DATA,A002,1,53,49070,-0.6117,1.3595,0.1035,-114.2578,8.1177,238.7085,1.4943,,
DATA,A002,1,54,49080,-0.6100,1.3737,0.0891,-109.6191,-8.4839,240.5396,1.5056,,
DATA,A002,1,55,49090,-0.6224,1.3878,0.0752,-103.6377,-22.3999,241.6382,1.5229,,
DATA,A002,1,56,49100,-0.6659,1.4291,0.0669,-92.7124,-39.5508,240.4175,1.5780,,
DATA,A002,1,57,49110,-0.7032,1.4557,0.0544,-86.1206,-48.1567,236.8774,1.6176,,
DATA,A002,1,58,49120,-0.7696,1.4589,0.0542,-78.4302,-56.7627,227.2339,1.6503,,
DATA,A002,1,59,49130,-0.8290,1.4359,0.0503,-74.2188,-60.4858,218.3228,1.6588,,
DATA,A002,1,60,49140,-0.8927,1.3553,0.0652,-68.5425,-64.8804,199.8901,1.6242,,
DATA,A002,1,61,49150,-0.9193,1.2965,0.0708,-63.3545,-67.0776,185.3027,1.5909,,
DATA,A002,1,62,49160,-0.9171,1.2069,0.0840,-54.0161,-72.9370,161.3770,1.5181,,
DATA,A002,1,63,49170,-0.8546,1.1520,0.0874,-46.5698,-78.0640,143.9819,1.4370,,
DATA,A002,1,64,49180,-0.6815,1.0917,0.0727,-33.7524,-85.5103,118.5303,1.2890,,
DATA,A002,1,65,49190,-0.5523,1.0626,0.0674,-25.0854,-89.2334,103.0884,1.1995,,
DATA,A002,1,66,49200,-0.4095,1.0048,0.0705,-14.2212,-88.6230,81.9702,1.0873,,
DATA,A002,1,67,49210,-0.3629,0.9633,0.0813,-8.5449,-83.4351,68.5425,1.0325,,
DATA,A002,1,68,49220,-0.3399,0.9069,0.0698,-2.5024,-69.7021,48.7061,0.9710,,
DATA,A002,1,69,49230,-0.3353,0.8690,0.0700,1.0376,-57.3730,36.6821,0.9341,,
DATA,A002,1,70,49240,-0.3495,0.8378,0.0654,5.7373,-37.1704,22.3999,0.9101,,
DATA,A002,1,71,49250,-0.3556,0.8243,0.0666,7.6294,-23.1323,15.6860,0.9002,,
DATA,A002,1,72,49260,-0.3917,0.8024,0.0661,9.7656,-4.6387,8.7280,0.8953,,
DATA,A002,1,73,49270,-0.4222,0.8092,0.0407,10.9253,5.1880,6.0425,0.9136,,
DATA,A002,1,74,49280,-0.4769,0.7860,0.0346,10.9253,25.5737,0.7324,0.9200,,
DATA,A002,1,75,49290,-0.4852,0.7721,0.0258,11.3525,37.7808,-2.2583,0.9123,,
DATA,A002,1,101,49551,-1.1109,1.4310,0.0962,108.0322,-9.5825,-231.8726,1.8142,,
DATA,A002,1,102,49561,-1.0682,1.5739,0.1235,117.6147,-20.4468,-251.7090,1.9061,,
DATA,A002,1,103,49571,-1.0182,1.6549,0.1709,122.1924,-28.3203,-262.8784,1.9505,,
DATA,A002,1,104,49581,-0.9791,1.7523,0.2019,122.3755,-41.6260,-276.1230,2.0174,,
DATA,A002,1,105,49591,-0.9664,1.7926,0.2094,119.9951,-51.0254,-284.6680,2.0472,,
DATA,A002,1,106,49601,-0.9276,1.8295,0.1887,116.6992,-64.8804,-295.7764,2.0598,,
DATA,A002,1,107,49611,-0.9103,1.8512,0.1579,115.4175,-71.9604,-301.8799,2.0689,,
DATA,A002,1,108,49621,-0.9012,1.8661,0.1313,113.8306,-75.9277,-306.2134,2.0765,,
DATA,A002,1,109,49631,-0.8653,1.8805,0.1264,113.0371,-80.5664,-310.0586,2.0739,,
DATA,A002,1,110,49641,-0.8355,1.8954,0.1267,111.5723,-83.9844,-310.2417,2.0753,,
DATA,A002,1,111,49651,-0.7962,1.9113,0.0976,109.2529,-90.1489,-306.2744,2.0728,,
DATA,A002,1,112,49661,-0.7232,1.9086,0.0820,105.0415,-95.2759,-302.2461,2.0427,,
DATA,A002,1,113,49671,-0.5707,1.8585,0.0730,96.3745,-104.4312,-291.3818,1.9455,,
DATA,A002,1,114,49681,-0.4720,1.7972,0.0674,89.2944,-109.4971,-281.0669,1.8594,,
DATA,A002,1,115,49691,-0.3465,1.7191,0.0678,79.4678,-116.0889,-260.0708,1.7550,,
DATA,A002,1,116,49701,-0.2711,1.7032,0.0598,72.8760,-117.9810,-243.0420,1.7257,,
DATA,A002,1,117,49711,-0.1725,1.7052,0.0432,57.3120,-114.9292,-213.8672,1.7144,,
DATA,A002,1,118,49721,-0.0997,1.6923,0.0078,42.9688,-106.8115,-191.4673,1.6952,,
DATA,A002,1,119,49731,-0.0270,1.6185,-0.0865,21.0571,-88.6230,-151.7334,1.6211,,
DATA,A002,1,120,49741,-0.0604,1.5433,-0.0889,13.4888,-82.9468,-117.5537,1.5471,,
DATA,A002,1,121,49751,-0.0714,1.3766,-0.1162,-9.7046,-76.3550,-73.3032,1.3833,,
DATA,A002,1,122,49761,0.0065,1.1703,-0.0708,-26.7334,-72.2656,-42.8467,1.1724,,
DATA,A002,1,123,49771,0.0883,0.9559,-0.0699,-28.0151,-75.9888,14.9536,0.9625,,
DATA,A002,1,124,49781,0.2296,0.8766,-0.0511,-29.6631,-81.7871,52.6123,0.9076,,
DATA,A002,1,125,49791,0.4250,0.8036,-0.0457,-27.5879,-82.0923,107.6050,0.9102,,
DATA,A002,1,151,50051,-0.1744,1.2191,-0.1189,-4.5776,115.5396,208.9233,1.2373,,
DATA,A002,1,152,50061,-0.1827,1.3988,-0.1692,-9.5215,142.0898,211.5479,1.4208,,
DATA,A002,1,153,50071,-0.1971,1.5087,-0.1919,-15.5640,160.4004,212.5854,1.5335,,
