row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A001,,,19089,,,,,,,,NEW_SESSION,
DATA,A001,1,1,24571,-0.2882,0.3480,0.8020,-6.9580,34.7290,5.9814,0.9205,,
DATA,A001,1,2,24581,-0.1895,0.1766,1.0041,5.3101,20.4468,-13.7939,1.0370,,
DATA,A001,1,3,24591,-0.1847,0.3512,0.7937,2.3193,27.3438,15.5029,0.8873,,
DATA,A001,1,4,24601,-0.2269,0.3397,0.7856,6.0425,28.5034,18.7988,0.8855,,
DATA,A001,1,5,24611,-0.2188,0.3046,0.7744,14.4653,27.4048,23.8037,0.8604,,
DATA,A001,1,6,24621,-0.1949,0.3265,0.7595,19.8975,22.7661,28.3813,0.8494,,
DATA,A001,1,7,24631,-0.1402,0.3131,0.7238,27.8931,20.3247,35.4004,0.8010,,
DATA,A001,1,8,24641,-0.1187,0.3102,0.7243,33.0811,23.1934,38.3301,0.7969,,
DATA,A001,1,9,24651,-0.0802,0.3348,0.7114,39.7339,26.1841,47.8516,0.7903,,
DATA,A001,1,10,24661,-0.0167,0.3446,0.6894,41.6870,33.0811,51.1475,0.7709,,
DATA,A001,1,11,24671,-0.0514,0.3165,0.6906,46.2036,53.1006,52.7954,0.7615,,
DATA,A001,1,12,24681,0.0927,0.3900,0.6555,49.1333,67.6270,66.7725,0.7684,,
DATA,A001,1,13,24691,-0.0711,0.4073,0.6731,47.2412,97.3511,63.9648,0.7899,,
DATA,A001,1,14,24701,-0.1979,0.5033,0.6430,46.5698,95.2148,70.2515,0.8402,,
DATA,A001,1,15,24711,-0.1109,0.6625,0.6010,27.8320,92.5293,76.9043,0.9014,,
DATA,A001,1,16,24721,-0.0257,0.8695,0.6169,29.7241,106.1401,101.1963,1.0664,,
DATA,A001,1,17,24731,1.1530,1.7150,0.2649,41.9312,52.4292,183.1665,2.0834,,
DATA,A001,1,18,24741,0.1769,-0.3483,0.2529,50.4150,234.0088,221.7407,0.4653,,
DATA,A001,1,19,24751,-0.5157,0.1954,0.3100,117.4927,243.4082,124.0234,0.6327,,
DATA,A001,1,20,24761,-0.6754,0.4479,0.6486,197.9980,192.5049,162.8418,1.0380,,
DATA,A001,1,21,24771,0.1994,1.0023,0.1545,136.5967,127.6855,178.6499,1.0336,,
DATA,A001,1,22,24781,0.0927,0.8441,0.6587,234.8022,75.4395,273.4375,1.0747,,
DATA,A001,1,23,24791,-0.3468,1.0529,0.5959,142.3950,205.8716,163.5132,1.2585,,
DATA,A001,1,24,24801,-0.3570,1.2040,0.4299,98.5718,217.7124,154.7241,1.3273,,
DATA,A001,1,25,24811,-0.2188,1.2133,0.4826,48.7671,201.4771,150.8789,1.3239,,
DATA,A001,1,51,25071,-0.4789,1.0199,0.1606,-47.4243,95.3979,123.8403,1.1381,,
DATA,A001,1,52,25081,-0.4642,1.0084,0.1494,-45.3491,90.2710,117.6758,1.1201,,
DATA,A001,1,53,25091,-0.4557,0.9938,0.1425,-44.0063,88.5010,113.2812,1.1025,,
DATA,A001,1,54,25101,-0.4435,0.9686,0.1367,-41.6870,87.8906,106.5674,1.0740,,
DATA,A001,1,55,25111,-0.4437,0.9513,0.1413,-38.6963,88.2568,102.1729,1.0592,,
DATA,A001,1,56,25121,-0.4388,0.9447,0.1350,-34.4238,89.2944,94.9707,1.0504,,
DATA,A001,1,57,25131,-0.4344,0.9354,0.1338,-31.6162,90.2710,89.9048,1.0400,,
DATA,A001,1,58,25141,-0.4247,0.9196,0.1245,-29.1138,92.0410,82.0923,1.0205,,
DATA,A001,1,59,25151,-0.4239,0.9032,0.1179,-27.5269,93.3838,77.2705,1.0047,,
DATA,A001,1,60,25161,-0.4256,0.8861,0.1157,-24.9023,95.0317,72.3877,0.9898,,
DATA,A001,1,61,25171,-0.4293,0.8624,0.1098,-20.3247,96.3135,65.6738,0.9696,,
DATA,A001,1,62,25181,-0.4364,0.8575,0.1108,-16.9678,96.6187,61.0962,0.9685,,
DATA,A001,1,63,25191,-0.4356,0.8502,0.1142,-11.8408,96.1304,54.5044,0.9621,,
DATA,A001,1,64,25201,-0.4364,0.8510,0.1194,-9.5825,95.2759,50.5371,0.9637,,
DATA,A001,1,65,25211,-0.4447,0.8427,0.1220,-5.9204,93.7500,44.9829,0.9606,,
DATA,A001,1,66,25221,-0.4471,0.8436,0.1237,-3.5400,92.4072,41.0767,0.9628,,
