experiment_id,device_id,session_uid,recording_run_id,device_session_id,record_id,window_idx,window_start_ms,window_end_ms,sample_count,sample_rate_hz,movement_type,movement_label,subject_id,acc_norm_mean,acc_norm_std,acc_norm_max,acc_norm_min,acc_norm_range,acc_zcr,ax_std,ax_mean,ay_std,ay_mean,az_std,az_mean,gyro_norm_mean,gyro_norm_std,gyro_norm_max,gx_std,gy_std,gz_std
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,24,370005,372105,210,100.0,walking,unknown,child_01,1.1065,0.3123,2.5255,0.7155,1.81,7.14,0.1726,-0.3215,0.2844,1.0073,0.2953,-0.0776,162.89,77.91,300.7,52.328,97.0911,125.6124
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,25,370255,372355,210,100.0,walking,unknown,child_01,1.1165,0.307,2.5255,0.7155,1.81,7.14,0.1584,-0.3026,0.2718,1.0284,0.2954,-0.0735,145.0,82.84,300.7,46.9997,88.3418,126.2705
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,26,370505,372605,210,100.0,walking,unknown,child_01,1.0904,0.2475,1.7172,0.7155,1.0017,6.67,0.0876,-0.2621,0.2563,1.044,0.1339,0.0186,134.09,72.89,300.7,33.9332,69.5769,129.0976
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,27,370755,372855,210,100.0,walking,unknown,child_01,1.1022,0.2461,1.7172,0.7155,1.0017,5.71,0.0867,-0.2419,0.2509,1.0649,0.1051,0.0373,128.94,73.1,300.7,21.6966,53.5934,135.2761
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,28,371005,373105,210,100.0,walking,unknown,child_01,1.0917,0.2459,1.7172,0.7155,1.0017,5.71,0.1074,-0.2627,0.2472,1.0486,0.0986,0.0359,131.78,75.47,300.7,20.2481,62.6809,135.6831
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,29,371255,373355,210,100.0,walking,unknown,child_01,1.1078,0.2447,1.7172,0.7512,0.966,4.76,0.1212,-0.2874,0.2454,1.06,0.0748,0.0141,139.49,70.67,300.7,20.5882,63.0648,140.9684
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,30,371505,373605,210,100.0,walking,unknown,child_01,1.1127,0.2525,1.7934,0.7512,1.0422,4.76,0.13,-0.2885,0.2514,1.064,0.0768,0.0216,146.26,73.32,300.7,23.0522,68.0057,146.5875
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,31,371755,373855,210,100.0,walking,unknown,child_01,1.1284,0.2427,1.7934,0.7385,1.0549,5.71,0.1369,-0.2811,0.2417,1.0813,0.0806,0.0187,147.91,73.58,300.7,23.7867,68.7717,147.8929
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,32,372005,374105,210,100.0,walking,unknown,child_01,1.1012,0.2393,1.7934,0.6458,1.1476,6.19,0.1764,-0.3206,0.2339,1.0344,0.1061,0.0137,146.73,69.67,288.97,25.5022,79.4085,137.9048
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,33,372255,374355,210,100.0,walking,unknown,child_01,1.1245,0.2427,1.7934,0.6458,1.1476,6.19,0.1901,-0.3471,0.2395,1.0482,0.1028,0.0114,151.17,65.3,288.97,25.5942,80.665,139.9746
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,34,372505,374605,210,100.0,walking,unknown,child_01,1.1233,0.2489,1.7934,0.6458,1.1476,6.19,0.2012,-0.3569,0.2379,1.0436,0.1009,-0.0031,158.38,64.55,288.97,23.0864,85.8552,144.5777
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,35,372755,374855,210,100.0,walking,unknown,child_01,1.1068,0.2499,1.7934,0.6458,1.1476,7.14,0.1977,-0.3613,0.235,1.026,0.0991,0.0048,148.95,67.67,288.97,23.6794,82.0037,138.6841
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,36,373005,375105,210,100.0,walking,unknown,child_01,1.125,0.2592,1.7934,0.6458,1.1476,7.62,0.1967,-0.3778,0.2462,1.0394,0.102,0.0026,161.25,73.04,333.88,26.0625,91.5988,147.5794
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,37,373255,375355,210,100.0,walking,unknown,child_01,1.1378,0.2489,1.7934,0.6458,1.1476,6.67,0.2012,-0.3871,0.2346,1.0492,0.1007,-0.0106,153.96,75.71,333.88,27.7979,90.7529,142.0248
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,38,373505,375605,210,100.0,walking,unknown,child_01,1.1419,0.2493,1.7822,0.6458,1.1364,6.67,0.2051,-0.3642,0.2395,1.0599,0.0997,-0.0271,168.26,77.98,333.88,25.5754,98.6806,153.3477
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,39,373755,375855,210,100.0,walking,unknown,child_01,1.1368,0.253,1.7822,0.6458,1.1364,7.14,0.1959,-0.3848,0.2524,1.043,0.1356,-0.0046,166.46,76.62,333.88,30.8226,106.302,145.1345
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,1,40,374005,376105,210,100.0,walking,unknown,child_01,1.1289,0.2403,1.7822,0.6458,1.1364,7.14,0.1726,-0.3844,0.3115,0.9909,0.26,0.0898,162.36,73.31,333.88,32.35,96.9013,141.3027
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,0,388091,390191,210,100.0,walking,unknown,child_01,1.0384,0.188,1.5658,0.7364,0.8294,6.67,0.167,-0.1321,0.1904,1.0123,0.0856,0.0113,99.83,49.22,216.26,32.7369,76.7306,64.391
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,1,388341,390441,210,100.0,walking,unknown,child_01,1.0396,0.1829,1.5658,0.7613,0.8045,6.67,0.1115,-0.1679,0.1843,1.0157,0.0866,0.0189,109.4,52.04,216.26,35.7224,76.6705,85.1564
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,2,388591,390691,210,100.0,walking,unknown,child_01,1.0611,0.1754,1.5658,0.7613,0.8045,7.62,0.0772,-0.2014,0.1791,1.0333,0.0952,0.0357,116.27,48.32,216.26,38.0371,78.5933,90.5802
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,3,388841,390941,210,100.0,walking,unknown,child_01,1.0673,0.1815,1.6601,0.7613,0.8988,7.14,0.0751,-0.2045,0.1824,1.0388,0.0998,0.0488,121.2,51.72,248.73,38.9582,78.707,97.9244
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,4,389091,391191,210,100.0,walking,unknown,child_01,1.0787,0.1748,1.6601,0.7613,0.8988,7.14,0.0869,-0.1968,0.1767,1.0507,0.0962,0.0596,125.58,52.56,248.73,43.4967,74.6814,103.9117
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,5,389341,391441,210,100.0,walking,unknown,child_01,1.08,0.1837,1.6601,0.7613,0.8988,7.62,0.0865,-0.1923,0.1838,1.0528,0.1054,0.0496,136.1,61.77,266.47,43.0859,83.9079,114.3115
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,6,389591,391691,210,100.0,walking,unknown,child_01,1.1021,0.1688,1.6601,0.7861,0.874,7.62,0.1406,-0.2268,0.1747,1.062,0.1136,0.0266,155.97,59.81,266.47,43.4117,102.6911,117.2042
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,7,389841,391941,210,100.0,walking,unknown,child_01,1.1388,0.2266,1.8272,0.7861,1.0411,7.62,0.2134,-0.277,0.1908,1.073,0.1949,-0.0159,181.97,79.73,550.87,55.175,136.0983,124.397
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,8,390091,392191,210,100.0,walking,unknown,child_01,1.1598,0.2659,1.8533,0.7861,1.0672,7.14,0.2464,-0.3198,0.2306,1.0575,0.2849,-0.0071,228.51,154.02,752.47,62.201,231.6098,133.7591
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,2,9,390341,392441,210,100.0,walking,unknown,child_01,1.1296,0.2982,1.8533,0.5216,1.3317,5.71,0.3017,-0.2701,0.3896,0.9521,0.3708,0.0718,224.47,158.07,752.47,68.6585,229.1553,128.8089
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,3,0,408225,410325,210,100.0,walking,unknown,child_01,1.1081,0.3205,1.9407,0.538,1.4027,3.33,0.1773,-0.4024,0.3171,0.9891,0.1872,0.1529,169.94,95.88,474.32,29.6758,102.4021,160.3352
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,3,1,408475,410575,210,100.0,walking,unknown,child_01,1.1133,0.3023,1.9407,0.5577,1.383,3.33,0.1544,-0.3751,0.2998,1.0136,0.2046,0.084,176.17,95.9,474.32,27.6222,116.1528,158.1943
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,3,2,408725,410825,210,100.0,walking,unknown,child_01,1.1253,0.2842,1.9407,0.6666,1.2741,3.33,0.1448,-0.3774,0.2854,1.027,0.2103,0.0566,158.22,93.82,474.32,27.7504,104.9032,144.1252
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,3,3,408975,411075,210,100.0,walking,unknown,child_01,1.1026,0.2602,1.9407,0.6866,1.2541,4.29,0.159,-0.3904,0.2696,0.9907,0.2162,0.0693,142.29,79.98,321.45,24.1519,83.0823,127.0071
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,0,454270,456370,210,100.0,walking,unknown,child_01,1.1078,0.2252,1.8907,0.7496,1.1411,6.67,0.1281,-0.2945,0.2177,1.0491,0.1107,0.1199,137.6,67.18,304.6,43.9799,75.9917,124.2178
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,1,454520,456620,210,100.0,walking,unknown,child_01,1.0885,0.2316,1.8907,0.685,1.2057,7.62,0.129,-0.3019,0.2232,1.0264,0.1091,0.1238,138.3,67.23,304.6,44.867,77.8186,123.518
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,2,454770,456870,210,100.0,walking,unknown,child_01,1.0973,0.2311,1.8907,0.685,1.2057,9.05,0.1341,-0.3145,0.2234,1.0289,0.117,0.135,142.73,67.33,304.6,47.2839,79.4123,127.044
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,3,455020,457120,210,100.0,walking,unknown,child_01,1.1227,0.2339,1.8907,0.685,1.2057,8.57,0.1328,-0.32,0.2244,1.0533,0.1243,0.1414,148.39,62.18,304.6,50.3703,79.8503,129.6975
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,4,455270,457370,210,100.0,walking,unknown,child_01,1.1154,0.2214,1.8534,0.685,1.1684,8.57,0.1304,-0.3283,0.2085,1.0429,0.1222,0.1499,155.68,68.53,304.6,55.1337,77.418,139.6939
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,5,455520,457620,210,100.0,walking,unknown,child_01,1.1,0.2409,1.8534,0.6317,1.2217,8.57,0.132,-0.3307,0.2272,1.0238,0.1317,0.155,160.72,66.49,304.6,59.3468,78.9858,142.3934
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,6,455770,457870,210,100.0,walking,unknown,child_01,1.1263,0.2607,1.8534,0.6317,1.2217,7.62,0.1311,-0.3524,0.248,1.0398,0.15,0.1727,162.82,70.04,304.6,62.047,77.4574,146.369
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,7,456020,458120,210,100.0,walking,unknown,child_01,1.1396,0.2692,1.8534,0.6317,1.2217,6.67,0.1305,-0.3547,0.2604,1.0534,0.1542,0.1645,158.58,75.46,304.6,62.1819,71.7079,146.7189
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,8,456270,458370,210,100.0,walking,unknown,child_01,1.1222,0.2605,1.8534,0.6317,1.2217,7.62,0.0954,-0.3339,0.2575,1.0428,0.1818,0.1405,157.23,72.09,293.07,61.8628,60.0207,148.4849
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,9,456520,458620,210,100.0,walking,unknown,child_01,1.1295,0.2538,1.8534,0.6317,1.2217,8.57,0.0909,-0.3394,0.254,1.0475,0.1987,0.1246,154.54,71.42,293.07,59.6653,60.076,146.8572
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,10,456770,458870,210,100.0,walking,unknown,child_01,1.1383,0.2482,1.8534,0.6317,1.2217,7.14,0.0887,-0.3358,0.2492,1.0536,0.2092,0.1441,157.45,72.45,293.07,62.5969,57.0192,149.2484
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,11,457020,459120,210,100.0,walking,unknown,child_01,1.138,0.2528,1.8534,0.6317,1.2217,6.67,0.0887,-0.3319,0.2533,1.0583,0.2025,0.1256,152.37,74.2,293.07,60.4657,55.2021,145.779
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,12,457270,459370,210,100.0,walking,unknown,child_01,1.1219,0.2386,1.7469,0.6317,1.1152,7.62,0.0872,-0.3315,0.2393,1.0438,0.2094,0.0859,153.55,71.23,293.07,53.0019,59.5961,144.4912
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,13,457520,459620,210,100.0,walking,unknown,child_01,1.1319,0.2282,1.7469,0.6317,1.1152,10.0,0.1257,-0.3162,0.2311,1.0536,0.2177,0.0815,150.34,70.09,293.07,47.6474,63.3923,141.7914
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,14,457770,459870,210,100.0,walking,unknown,child_01,1.1267,0.2075,1.687,0.7388,0.9482,10.0,0.1226,-0.3195,0.2145,1.0474,0.2139,0.0815,145.05,67.94,255.0,40.1155,57.5069,139.0733
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,15,458020,460120,210,100.0,walking,unknown,child_01,1.1384,0.2484,2.0449,0.7388,1.3061,9.52,0.1218,-0.3146,0.2526,1.0651,0.2037,0.0642,144.27,67.85,255.0,40.1068,56.5227,136.9702
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,16,458270,460370,210,100.0,walking,unknown,child_01,1.1209,0.2414,2.0449,0.7388,1.3061,9.52,0.1264,-0.3146,0.2425,1.0462,0.2065,0.0609,146.07,66.54,255.0,39.9209,54.9681,138.8408
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,17,458520,460620,210,100.0,walking,unknown,child_01,1.1085,0.2476,2.0449,0.7388,1.3061,9.05,0.1261,-0.3118,0.2466,1.0357,0.1937,0.078,139.11,65.83,255.0,37.6869,50.7071,134.396
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,18,458770,460870,210,100.0,walking,unknown,child_01,1.1203,0.2447,2.0449,0.7702,1.2747,8.57,0.1316,-0.3215,0.2406,1.0464,0.1875,0.0799,141.98,64.96,255.0,37.357,51.6972,136.716
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,19,459020,461120,210,100.0,walking,unknown,child_01,1.1238,0.248,2.0449,0.7702,1.2747,8.57,0.1314,-0.3266,0.2462,1.049,0.1842,0.0742,135.78,66.15,255.0,36.4109,50.0326,131.4423
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,20,459270,461370,210,100.0,walking,unknown,child_01,1.1016,0.2447,2.0449,0.7702,1.2747,9.05,0.132,-0.3205,0.2406,1.0273,0.1863,0.074,134.72,64.79,255.0,36.3209,52.5977,128.076
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,21,459520,461620,210,100.0,walking,unknown,child_01,1.109,0.2536,2.0449,0.7702,1.2747,5.71,0.1248,-0.3156,0.2504,1.0393,0.1715,0.0818,128.94,62.58,255.0,36.4101,50.3002,120.9673
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,22,459770,461870,210,100.0,walking,unknown,child_01,1.0885,0.2454,2.0449,0.7702,1.2747,6.19,0.1343,-0.2921,0.2474,1.0238,0.1632,0.0763,121.31,56.58,231.69,33.7655,54.888,109.2943
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,23,460020,462120,210,100.0,walking,unknown,child_01,1.1046,0.2446,2.0449,0.7458,1.2991,5.71,0.1339,-0.2872,0.2476,1.0399,0.1719,0.085,123.49,53.65,231.69,34.3436,58.7518,109.9331
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,24,460270,462370,210,100.0,walking,unknown,child_01,1.0841,0.2062,1.6234,0.7458,0.8776,5.71,0.1235,-0.2697,0.2118,1.0233,0.1626,0.1066,125.47,55.28,231.69,34.3694,62.8871,111.2878
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,25,460520,462620,210,100.0,walking,unknown,child_01,1.0813,0.2159,1.6234,0.6762,0.9472,4.76,0.1376,-0.2485,0.219,1.0247,0.1501,0.1206,124.46,55.34,231.69,40.5605,64.0871,110.215
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,26,460770,462870,210,100.0,walking,unknown,child_01,1.115,0.2348,1.8608,0.6762,1.1846,5.24,0.1319,-0.2419,0.2388,1.0634,0.1532,0.1054,136.22,65.59,309.43,37.1252,74.8452,125.3596
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,27,461020,463120,210,100.0,walking,unknown,child_01,1.1077,0.2387,1.8608,0.6762,1.1846,6.19,0.1323,-0.2409,0.243,1.0574,0.1477,0.0971,131.82,65.36,309.43,33.7768,74.2198,122.1841
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,28,461270,463370,210,100.0,walking,unknown,child_01,1.1191,0.2511,1.8608,0.6762,1.1846,6.19,0.126,-0.2334,0.2575,1.0716,0.1433,0.0999,140.69,67.64,309.43,35.474,76.2554,130.7548
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,29,461520,463620,210,100.0,walking,unknown,child_01,1.1321,0.2424,1.8608,0.6762,1.1846,6.67,0.1274,-0.2245,0.2479,1.0871,0.142,0.1017,143.02,69.24,309.43,36.2974,65.0894,138.2775
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,30,461770,463870,210,100.0,walking,unknown,child_01,1.1295,0.2777,2.0545,0.6762,1.3783,6.19,0.1107,-0.2491,0.2789,1.0815,0.1351,0.1144,155.87,75.68,318.42,39.038,65.8862,154.741
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,4,31,462020,464120,210,100.0,walking,unknown,child_01,1.1413,0.2692,2.0545,0.6762,1.3783,6.67,0.1182,-0.2701,0.2707,1.0874,0.1381,0.1147,153.31,80.44,318.42,35.2882,66.0701,155.6425
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,5,0,473898,475998,210,100.0,walking,unknown,child_01,1.1213,0.3839,2.0378,0.4429,1.5949,4.29,0.156,-0.3136,0.3914,1.0324,0.1293,0.2153,170.15,84.73,361.73,35.2414,71.9098,168.0921
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,5,1,474148,476248,210,100.0,walking,unknown,child_01,1.1161,0.3833,2.0378,0.4429,1.5949,4.76,0.1478,-0.3325,0.3884,1.0311,0.1087,0.185,165.58,85.4,361.73,34.8844,66.8485,168.2962
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,5,2,474398,476498,210,100.0,walking,unknown,child_01,1.1035,0.3722,2.0378,0.4429,1.5949,5.24,0.1466,-0.3353,0.3767,1.0197,0.1293,0.155,163.98,83.92,361.73,30.3762,82.3259,161.5821
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,5,3,474648,476748,210,100.0,walking,unknown,child_01,1.1571,0.3438,2.0378,0.4429,1.5949,4.76,0.162,-0.3192,0.3564,1.0767,0.1697,0.118,173.39,84.91,361.73,36.9095,105.5603,157.188
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,5,4,474898,476998,210,100.0,walking,unknown,child_01,1.106,0.3364,2.0378,0.4429,1.5949,5.71,0.135,-0.2799,0.3557,1.0347,0.1751,0.1091,161.48,76.8,315.94,43.9495,103.8911,136.2832
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,5,5,475148,477248,210,100.0,walking,unknown,child_01,1.1304,0.33,2.0378,0.4429,1.5949,4.76,0.1239,-0.2494,0.3389,1.0684,0.1922,0.1256,164.19,75.79,315.94,49.0029,96.6293,141.3235
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,5,6,475398,477498,210,100.0,walking,unknown,child_01,1.1061,0.3005,1.8052,0.4429,1.3623,4.76,0.1244,-0.2404,0.3115,1.0479,0.1839,0.1072,157.26,77.47,315.94,48.9024,99.7188,134.3897
EXP14,m5-01,EXP14_m5-01_A_A001,A,A001,5,7,475648,477748,210,100.0,walking,unknown,child_01,1.1488,0.2482,1.8052,0.5223,1.2829,5.71,0.1266,-0.2379,0.2594,1.0941,0.1905,0.0887,159.99,73.43,315.94,51.4706,102.3518,131.9215
