row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A001,,,18380,,,,,,,,NEW_SESSION,
EVENT,A001,1,,27367,,,,,,,,START,
DATA,A001,1,1,27392,0.5194,-0.0994,0.8507,11.2915,37.0483,1.1597,1.0017,,
DATA,A001,1,2,27412,0.5077,-0.1290,0.8810,6.3477,26.0010,-2.9297,1.0249,,
DATA,A001,1,3,27432,0.4899,-0.1268,0.8751,2.9297,16.7236,-4.6387,1.0109,,
DATA,A001,1,4,27452,0.4986,-0.1294,0.8651,3.3569,13.3667,-5.4321,1.0069,,
DATA,A001,1,5,27472,0.4967,-0.1202,0.8607,3.8452,7.9956,-4.6387,1.0010,,
DATA,A001,1,6,27492,0.4989,-0.1114,0.8446,2.9907,5.4932,-2.7466,0.9872,,
DATA,A001,1,7,27512,0.4996,-0.1180,0.8463,1.2207,4.3335,-1.2207,0.9898,,
DATA,A001,1,8,27532,0.4950,-0.1226,0.8483,1.3428,3.1738,-1.8921,0.9897,,
DATA,A001,1,9,27552,0.4940,-0.1224,0.8483,2.4414,5.7983,-4.2725,0.9892,,
DATA,A001,1,10,27572,0.4994,-0.1248,0.8485,2.0142,6.1646,-4.6387,0.9924,,
DATA,A001,1,11,27592,0.4921,-0.1187,0.8534,1.4648,5.9814,-4.0283,0.9922,,
DATA,A001,1,12,27612,0.4935,-0.1268,0.8673,0.3052,3.6011,-2.6855,1.0059,,
DATA,A001,1,13,27632,0.4960,-0.1290,0.8732,0.0000,3.7842,-1.5869,1.0124,,
DATA,A001,1,14,27652,0.4950,-0.1243,0.8534,2.0752,4.7607,-2.3804,0.9944,,
DATA,A001,1,15,27672,0.5008,-0.1236,0.8646,1.5259,2.9297,-2.7466,1.0068,,
DATA,A001,1,16,27692,0.4989,-0.1165,0.8439,0.1831,1.9531,-3.0518,0.9872,,
DATA,A001,1,17,27712,0.4999,-0.1170,0.8488,0.0000,1.3428,-3.8452,0.9919,,
DATA,A001,1,18,27732,0.5069,-0.1163,0.8478,-0.1831,-0.1221,-4.9438,0.9946,,
DATA,A001,1,19,27752,0.5077,-0.1243,0.8441,-0.8545,-1.8921,-5.3711,0.9928,,
DATA,A001,1,20,27772,0.5118,-0.1316,0.8517,1.2207,3.4790,-4.4556,1.0023,,
DATA,A001,1,21,27792,0.5089,-0.1211,0.8490,3.5400,4.9438,-3.5400,0.9972,,
DATA,A001,1,22,27812,0.5067,-0.1092,0.8488,2.0752,4.5776,-2.5635,0.9945,,
DATA,A001,1,23,27832,0.5165,-0.1180,0.8436,1.5869,3.6011,-2.1973,0.9962,,
DATA,A001,1,24,27852,0.5072,-0.1165,0.8453,1.2817,2.4414,-2.5635,0.9927,,
DATA,A001,1,25,27872,0.5282,-0.1270,0.8580,0.6104,3.9673,-2.4414,1.0155,,
DATA,A001,1,26,27892,0.5116,-0.1182,0.8470,1.2207,5.7373,-2.9297,0.9966,,
DATA,A001,1,27,27912,0.5140,-0.1148,0.8470,1.7700,5.2490,-2.6855,0.9974,,
DATA,A001,1,28,27932,0.5094,-0.1187,0.8466,0.8545,4.5776,-1.7700,0.9951,,
DATA,A001,1,29,27952,0.5148,-0.1189,0.8453,0.9155,5.3711,-1.2207,0.9969,,
DATA,A001,1,30,27972,0.5167,-0.1207,0.8512,0.6104,6.1646,-1.4648,1.0030,,
DATA,A001,1,31,27992,0.5167,-0.1065,0.8436,1.2207,6.8359,-1.6479,0.9950,,
DATA,A001,1,32,28012,0.5162,-0.1209,0.8527,1.0376,4.5166,-2.0752,1.0041,,
DATA,A001,1,33,28032,0.5145,-0.1197,0.8536,0.0000,3.6621,-0.9766,1.0039,,
DATA,A001,1,34,28052,0.5069,-0.1233,0.8392,0.3662,3.9062,-1.7090,0.9882,,
DATA,A001,1,35,28072,0.5145,-0.1290,0.8492,1.6479,6.0425,-0.9766,1.0013,,
DATA,A001,1,36,28092,0.5145,-0.1207,0.8466,0.0000,3.3569,-1.0986,0.9980,,
DATA,A001,1,37,28112,0.5206,-0.1265,0.8480,0.3052,4.2725,-0.7324,1.0031,,
DATA,A001,1,38,28132,0.5187,-0.1172,0.8422,1.5259,6.1035,-2.1362,0.9960,,
DATA,A001,1,39,28152,0.5145,-0.1180,0.8441,1.5869,5.3711,-2.5024,0.9956,,
DATA,A001,1,40,28172,0.5145,-0.1155,0.8392,2.1973,5.3711,-2.8687,0.9912,,
DATA,A001,1,41,28192,0.5189,-0.1194,0.8436,2.3193,5.9204,-2.8687,0.9976,,
DATA,A001,1,42,28212,0.5148,-0.1246,0.8468,2.3193,2.9297,-3.4180,0.9988,,
DATA,A001,1,43,28232,0.5260,-0.1180,0.8568,1.8921,0.6714,-4.2114,1.0123,,
DATA,A001,1,44,28252,0.5299,-0.1053,0.8585,0.0000,-0.7324,-5.9814,1.0144,,
DATA,A001,1,45,28272,0.5231,-0.1229,0.8429,-5.3711,-5.3711,-8.5449,0.9996,,
DATA,A001,1,46,28292,0.5228,-0.1031,0.8304,-6.2256,-4.8828,-9.0332,0.9867,,
DATA,A001,1,47,28312,0.5326,-0.1211,0.8368,-5.9814,-3.3569,-4.3335,0.9993,,
DATA,A001,1,48,28332,0.5194,-0.1246,0.8263,-4.2114,-1.3428,-4.0283,0.9839,,
DATA,A001,1,49,28352,0.5279,-0.1248,0.8229,-0.9155,3.6621,-2.0752,0.9856,,
DATA,A001,1,50,28372,0.5245,-0.1275,0.8370,-0.5493,2.5635,-3.7842,0.9960,,
DATA,A001,1,51,28392,0.5416,-0.1180,0.8331,-0.8545,2.9297,-2.9297,1.0007,,
DATA,A001,1,52,28412,0.5487,-0.1133,0.8417,1.1597,4.6997,-2.9297,1.0111,,
DATA,A001,1,53,28432,0.5113,-0.1429,0.8539,1.4038,11.9019,1.5869,1.0055,,
DATA,A001,1,54,28452,0.5441,-0.1104,0.8214,4.1504,6.2866,-1.5259,0.9914,,
DATA,A001,1,55,28472,0.5218,-0.1170,0.8156,1.3428,5.6763,-1.0376,0.9753,,
DATA,A001,1,56,28492,0.5204,-0.1236,0.8248,-0.4272,6.1646,-0.5493,0.9831,,
DATA,A001,1,57,28512,0.5365,-0.1287,0.8314,-1.1597,5.1880,-1.1597,0.9978,,
DATA,A001,1,58,28532,0.5441,-0.1280,0.8319,-0.9155,5.4321,-1.5259,1.0022,,
DATA,A001,1,59,28552,0.5336,-0.1282,0.8363,0.9766,4.2725,-2.5635,1.0003,,
DATA,A001,1,60,28572,0.5372,-0.1282,0.8407,1.6479,3.8452,-2.3804,1.0059,,
DATA,A001,1,61,28592,0.5475,-0.1336,0.8370,1.9531,5.8594,-1.1597,1.0091,,
DATA,A001,1,62,28612,0.5367,-0.1158,0.8334,1.0376,7.8125,0.4883,0.9980,,
DATA,A001,1,63,28632,0.5287,-0.1282,0.8353,-0.1831,5.6152,-0.5493,0.9968,,
DATA,A001,1,64,28652,0.5336,-0.1189,0.8273,0.0000,5.0049,-0.6104,0.9916,,
DATA,A001,1,65,28672,0.5304,-0.1251,0.8334,0.2441,2.6245,-0.4272,0.9957,,
DATA,A001,1,66,28692,0.5582,-0.1324,0.8378,0.6714,1.1597,-1.0986,1.0154,,
DATA,A001,1,67,28712,0.5453,-0.1233,0.8331,1.7090,2.8687,-1.4648,1.0033,,
DATA,A001,1,68,28732,0.5499,-0.1265,0.8341,1.5869,4.8218,-1.0376,1.0070,,
DATA,A001,1,69,28752,0.5348,-0.1263,0.8287,0.2441,5.0659,0.2441,0.9943,,
DATA,A001,1,70,28772,0.5318,-0.1348,0.8265,-0.8545,3.4180,-0.5493,0.9921,,
DATA,A001,1,71,28792,0.5314,-0.1343,0.8253,-0.2441,4.0894,-1.0376,0.9907,,
DATA,A001,1,72,28812,0.5260,-0.1355,0.8268,0.1221,5.0659,-1.0986,0.9892,,
DATA,A001,1,73,28832,0.5450,-0.1358,0.8297,0.7324,5.3101,-0.4272,1.0020,,
DATA,A001,1,74,28852,0.5406,-0.1321,0.8346,1.0986,5.0049,-1.0986,1.0031,,
DATA,A001,1,75,28872,0.5433,-0.1319,0.8307,-0.1221,4.1504,-2.0142,1.0013,,
DATA,A001,1,76,28892,0.5472,-0.1346,0.8199,-0.1831,4.0894,-2.3193,0.9949,,
DATA,A001,1,77,28912,0.5379,-0.1368,0.8287,0.1831,5.6152,-2.3193,0.9974,,
DATA,A001,1,78,28932,0.5470,-0.1358,0.8187,0.4272,5.1270,-1.8921,0.9940,,
DATA,A001,1,79,28952,0.5382,-0.1268,0.8343,0.4272,6.7139,-1.4038,1.0009,,
DATA,A001,1,80,28972,0.5455,-0.1358,0.8304,0.4272,3.7842,-2.5024,1.0028,,
DATA,A001,1,81,28992,0.5387,-0.1358,0.8314,2.2583,4.6387,-2.2583,0.9999,,
DATA,A001,1,82,29012,0.5397,-0.1319,0.8275,2.1973,3.3569,-1.6479,0.9967,,
DATA,A001,1,83,29032,0.5453,-0.1309,0.8280,1.7700,5.0659,-1.8311,1.0000,,
DATA,A001,1,84,29052,0.5392,-0.1331,0.8265,1.4038,3.7231,-1.8921,0.9958,,
DATA,A001,1,85,29072,0.5428,-0.1341,0.8221,1.6479,4.6997,-1.8311,0.9943,,
DATA,A001,1,86,29092,0.5458,-0.1312,0.8263,0.9155,3.9062,-3.1128,0.9989,,
DATA,A001,1,87,29112,0.5450,-0.1338,0.8292,0.3052,4.1504,-3.1128,1.0013,,
DATA,A001,1,88,29132,0.5460,-0.1348,0.8275,0.8545,4.9438,-2.8076,1.0005,,
DATA,A001,1,89,29152,0.5423,-0.1351,0.8290,1.2817,3.8452,-2.4414,0.9998,,
DATA,A001,1,90,29172,0.5448,-0.1375,0.8258,1.6479,3.9673,-2.3193,0.9988,,
DATA,A001,1,91,29192,0.5475,-0.1304,0.8209,2.6855,5.5542,-1.4038,0.9953,,
DATA,A001,1,92,29212,0.5536,-0.1253,0.8341,1.6479,4.4556,-2.3804,1.0089,,
DATA,A001,1,93,29232,0.5499,-0.1241,0.8229,0.7935,3.3569,-2.5635,0.9975,,
DATA,A001,1,94,29252,0.5492,-0.1377,0.8214,0.4883,3.7842,-2.0142,0.9976,,
DATA,A001,1,95,29272,0.5428,-0.1363,0.8190,1.7090,5.7373,-1.9531,0.9919,,
DATA,A001,1,96,29292,0.5516,-0.1365,0.8258,1.6479,5.7983,-2.6855,1.0024,,
DATA,A001,1,97,29312,0.5502,-0.1297,0.8314,1.5259,4.0894,-2.9297,1.0054,,
DATA,A001,1,98,29332,0.5528,-0.1316,0.8282,2.3193,2.7466,-2.8687,1.0045,,
DATA,A001,1,99,29352,0.5433,-0.1329,0.8241,1.7700,2.4414,-1.9531,0.9960,,
DATA,A001,1,100,29372,0.5536,-0.1282,0.8170,1.0376,2.0142,-1.8921,0.9952,,
DATA,A001,1,101,29392,0.5502,-0.1314,0.8160,0.4272,2.8687,-2.6245,0.9929,,
DATA,A001,1,102,29412,0.5492,-0.1324,0.8143,0.2441,2.8687,-2.6855,0.9911,,
DATA,A001,1,103,29432,0.5502,-0.1355,0.8187,0.9766,3.5400,-2.2583,0.9957,,
DATA,A001,1,104,29452,0.5575,-0.1316,0.8175,1.3428,3.4180,-2.7466,0.9982,,
DATA,A001,1,105,29472,0.5533,-0.1368,0.8202,1.1597,4.0894,-2.9907,0.9988,,
DATA,A001,1,106,29492,0.5604,-0.1265,0.8219,1.4038,4.5776,-2.0142,1.0028,,
DATA,A001,1,107,29512,0.5538,-0.1265,0.8163,1.2207,4.9438,-2.3193,0.9945,,
DATA,A001,1,108,29532,0.5533,-0.1260,0.8195,1.0376,4.6997,-2.8687,0.9968,,
DATA,A001,1,109,29552,0.5475,-0.1346,0.8175,1.3428,5.4321,-3.0518,0.9930,,
DATA,A001,1,110,29572,0.5611,-0.1341,0.8187,1.6479,5.1880,-3.0518,1.0016,,
DATA,A001,1,111,29592,0.5648,-0.1246,0.8070,2.0752,5.4321,-2.9297,0.9929,,
DATA,A001,1,112,29612,0.5672,-0.1321,0.8143,0.1221,4.2114,-2.4414,1.0012,,
DATA,A001,1,113,29632,0.5594,-0.1299,0.8134,0.2441,4.7607,-2.5635,0.9957,,
DATA,A001,1,114,29652,0.5533,-0.1370,0.8177,0.4883,4.6997,-2.3804,0.9968,,
DATA,A001,1,115,29672,0.5604,-0.1375,0.8151,0.8545,4.8828,-2.1973,0.9986,,
DATA,A001,1,116,29692,0.5558,-0.1280,0.8146,1.2817,5.1880,-2.1362,0.9944,,
DATA,A001,1,117,29712,0.5624,-0.1304,0.8156,1.3428,4.0283,-2.6245,0.9992,,
DATA,A001,1,118,29732,0.5611,-0.1360,0.8112,1.9531,5.3101,-2.5024,0.9957,,
DATA,A001,1,119,29752,0.5619,-0.1251,0.8153,2.1973,4.9438,-3.2349,0.9980,,
DATA,A001,1,120,29772,0.5597,-0.1297,0.8185,0.7324,5.6763,-3.2959,1.0000,,
DATA,A001,1,121,29792,0.5582,-0.1309,0.8187,0.6104,6.8970,-2.5635,0.9995,,
DATA,A001,1,122,29812,0.5563,-0.1324,0.8163,0.7935,5.6152,-2.7466,0.9966,,
DATA,A001,1,123,29832,0.5555,-0.1331,0.8138,1.0376,5.2490,-2.8687,0.9943,,
DATA,A001,1,124,29852,0.5599,-0.1314,0.8126,1.8311,5.7373,-2.3804,0.9956,,
DATA,A001,1,125,29872,0.5653,-0.1236,0.8119,2.9907,6.8359,-2.0752,0.9970,,
DATA,A001,1,126,29892,0.5604,-0.1255,0.8143,1.2817,6.3477,-2.6245,0.9965,,
DATA,A001,1,127,29912,0.5619,-0.1292,0.8151,1.5869,7.5684,-2.6855,0.9984,,
DATA,A001,1,128,29932,0.5560,-0.1299,0.8126,2.6245,7.7515,-2.1362,0.9932,,
DATA,A001,1,129,29952,0.5626,-0.1314,0.8116,2.3804,7.8735,-1.8311,0.9963,,
DATA,A001,1,130,29972,0.5599,-0.1275,0.8151,2.6855,8.4229,-1.4038,0.9970,,
DATA,A001,1,131,29992,0.5592,-0.1304,0.8143,2.0752,7.0801,-2.5024,0.9964,,
DATA,A001,1,132,30012,0.5624,-0.1258,0.8170,1.2817,6.7749,-2.3804,0.9998,,
DATA,A001,1,133,30032,0.5553,-0.1297,0.8199,1.4038,7.2021,-2.0752,0.9987,,
DATA,A001,1,134,30052,0.5543,-0.1348,0.8214,1.0986,6.1035,-2.3804,1.0001,,
DATA,A001,1,135,30072,0.5611,-0.1260,0.8097,1.7700,6.2866,-2.0142,0.9932,,
DATA,A001,1,136,30092,0.5599,-0.1263,0.8148,1.8311,7.6294,-1.8921,0.9967,,
DATA,A001,1,137,30112,0.5580,-0.1319,0.8217,1.3428,6.6528,-2.0142,1.0019,,
DATA,A001,1,138,30132,0.5536,-0.1314,0.8224,1.2207,6.3477,-1.6479,1.0000,,
DATA,A001,1,139,30152,0.5626,-0.1189,0.8168,2.8076,8.4839,-1.8921,0.9989,,
DATA,A001,1,140,30172,0.5572,-0.1219,0.8258,1.4038,7.5073,-2.9297,1.0037,,
DATA,A001,1,141,30192,0.5511,-0.1302,0.8217,1.6479,5.8594,-2.3804,0.9979,,
DATA,A001,1,142,30212,0.5548,-0.1233,0.8121,3.0518,5.9814,-2.0142,0.9912,,
DATA,A001,1,143,30232,0.5582,-0.1324,0.8160,1.6479,5.4321,-2.7466,0.9975,,
