row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A001,,,23215,,,,,,,,NEW_SESSION,
EVENT,A001,1,,32057,,,,,,,,START,
DATA,A001,1,1,32097,0.7332,0.0394,0.7080,0.8545,16.6016,-16.6016,1.0200,,
DATA,A001,1,2,32137,0.7210,0.0545,0.6731,6.8359,4.7607,-3.3569,0.9878,,
DATA,A001,1,3,32177,0.7376,0.0284,0.6555,-3.9062,0.7935,-2.6245,0.9872,,
DATA,A001,1,4,32217,0.7281,0.0497,0.6843,-0.3662,-0.6104,-3.7842,1.0004,,
DATA,A001,1,5,32257,0.7344,0.0448,0.6728,0.1221,-0.3052,-0.7324,0.9970,,
DATA,A001,1,6,32297,0.7295,0.0345,0.6628,-2.8687,0.4272,-2.1973,0.9863,,
DATA,A001,1,7,32337,0.7356,0.0348,0.6789,0.0610,-0.9155,-3.2349,1.0016,,
DATA,A001,1,8,32377,0.7351,0.0318,0.6626,-1.2207,-2.6855,-1.5259,0.9902,,
DATA,A001,1,9,32417,0.7283,0.0519,0.6760,0.1831,3.1738,-1.8921,0.9950,,
DATA,A001,1,10,32457,0.7344,0.0558,0.6755,-2.2583,-1.1597,0.3052,0.9994,,
DATA,A001,1,11,32497,0.7376,0.0423,0.6716,-0.3052,-0.3052,-0.1831,0.9984,,
DATA,A001,1,12,32537,0.7400,0.0270,0.6667,0.7324,-1.3428,-0.8545,0.9964,,
DATA,A001,1,13,32577,0.7266,0.0399,0.6887,-1.2207,1.4648,-1.1597,1.0019,,
DATA,A001,1,14,32617,0.7327,0.0394,0.6850,0.4272,0.4883,0.7935,1.0038,,
DATA,A001,1,15,32657,0.7364,0.0362,0.6611,1.4038,0.8545,-1.2817,0.9902,,
DATA,A001,1,16,32697,0.7366,0.0418,0.6667,-0.9766,-0.5493,-0.6104,0.9944,,
DATA,A001,1,17,32737,0.7329,0.0550,0.6818,0.0610,0.8545,0.0610,1.0026,,
DATA,A001,1,18,32777,0.7351,0.0392,0.6753,-0.6714,0.0610,-0.3662,0.9990,,
DATA,A001,1,19,32817,0.7334,0.0387,0.6818,0.5493,0.3052,-0.1831,1.0022,,
DATA,A001,1,20,32857,0.7288,0.0460,0.6794,0.2441,-0.1221,0.0000,0.9974,,
DATA,A001,1,21,32897,0.7327,0.0536,0.6609,0.0610,-0.1831,-0.0610,0.9882,,
DATA,A001,1,22,32937,0.7347,0.0450,0.6699,-0.6104,-1.0376,0.8545,0.9952,,
DATA,A001,1,23,32977,0.7312,0.0426,0.6640,-0.1831,-0.4272,-0.3052,0.9887,,
DATA,A001,1,24,33017,0.7295,0.0487,0.6738,0.1221,0.1831,-0.8545,0.9943,,
DATA,A001,1,25,33057,0.7359,0.0414,0.6674,-0.9155,-1.7700,1.1597,0.9943,,
DATA,A001,1,26,33097,0.7417,0.0345,0.6630,-0.4883,-1.0376,0.7324,0.9955,,
DATA,A001,1,27,33137,0.7386,0.0416,0.6677,-1.4648,-1.0986,-0.1221,0.9965,,
