file_name,file_path,session_uid,configured_hz,total_rows,data_rows,records,duration_sec,effective_hz,mean_dt_ms,median_dt_ms,min_dt_ms,max_dt_ms,p95_dt_ms,gap_count,acc_norm_mean,acc_norm_std,acc_norm_max,gyro_norm_mean,gyro_norm_max,quality_status,quality_notes
run_A_session_A001_10Hz.csv,data/raw/EXP12/m5-01/run_A_session_A001_10Hz.csv,EXP12_m5-01_A_A001,10,762,759,3,19.44,51.9,19.27,10.0,10.0,261.0,10.0,0,1.0425,0.2122,4.1947,105.36,384.0,WARN_RATE_MISMATCH,effective 51.9Hz vs configured 10Hz (419% deviation)
run_A_session_A002_10Hz.csv,data/raw/EXP12/m5-01/run_A_session_A002_10Hz.csv,EXP12_m5-01_A_A002,10,510,507,2,12.56,51.5,19.42,10.0,10.0,261.0,10.0,0,1.2391,0.7658,4.2073,151.72,387.24,WARN_RATE_MISMATCH,effective 51.5Hz vs configured 10Hz (415% deviation)
