row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A003,,,71466,,,,,,,,NEW_SESSION,
EVENT,A003,1,,82318,,,,,,,,START,
DATA,A003,1,1,82341,-0.1647,0.3767,0.7760,22.1558,15.3809,-10.1318,0.8781,,
DATA,A003,1,2,82351,-0.0622,0.4472,0.7967,30.6396,3.4180,-3.1738,0.9158,,
DATA,A003,1,3,82361,-0.1054,0.4306,0.8096,30.2734,3.1738,-2.4414,0.9231,,
DATA,A003,1,4,82371,-0.1181,0.4223,0.8092,34.0576,-2.2583,0.1221,0.9204,,
DATA,A003,1,5,82381,-0.1215,0.4138,0.7896,38.9404,-5.7373,1.1597,0.8997,,
DATA,A003,1,6,82391,-0.0754,0.4385,0.7493,50.2930,-2.5024,1.6479,0.8715,,
DATA,A003,1,7,82401,-0.0653,0.4338,0.7515,48.0957,7.0801,3.4180,0.8702,,
DATA,A003,1,8,82411,-0.0627,0.4338,0.7308,49.1943,19.5312,7.6294,0.8522,,
DATA,A003,1,9,82421,-0.1034,0.4409,0.7401,50.1709,33.0811,7.8735,0.8676,,
DATA,A003,1,10,82431,-0.2194,0.3691,0.6947,66.2842,26.1230,7.0801,0.8167,,
DATA,A003,1,11,82441,-0.2006,0.4695,0.7391,77.2095,15.8691,8.6670,0.8983,,
DATA,A003,1,12,82451,-0.1508,0.4111,0.7039,79.3457,15.0146,5.3101,0.8290,,
DATA,A003,1,13,82461,-0.1396,0.5083,0.7396,85.9985,12.8784,6.7139,0.9082,,
DATA,A003,1,14,82471,-0.1589,0.5483,0.7095,83.9844,14.3433,7.7515,0.9107,,
DATA,A003,1,15,82481,-0.2267,1.1006,0.6649,88.9893,13.4277,-6.4087,1.3056,,
DATA,A003,1,16,82491,-0.0636,0.6648,0.7286,77.2095,27.1606,-15.9302,0.9883,,
DATA,A003,1,17,82501,-0.0756,0.7104,0.7955,106.2012,33.2642,-6.7139,1.0692,,
DATA,A003,1,18,82511,-0.0773,0.4341,0.5152,88.3789,48.5229,3.1738,0.6781,,
DATA,A003,1,19,82521,-0.1408,0.4892,0.7449,145.5078,38.2690,24.3530,0.9023,,
DATA,A003,1,20,82531,-0.1820,0.8086,0.6671,92.7124,58.4717,5.6152,1.0639,,
DATA,A003,1,21,82541,-0.1383,0.8552,0.6470,50.7812,58.7158,7.1411,1.0813,,
DATA,A003,1,22,82551,-0.0915,0.7493,0.5946,28.3203,63.7207,6.1035,0.9609,,
DATA,A003,1,23,82561,-0.0512,0.5791,0.5174,18.2495,76.5991,8.3618,0.7782,,
DATA,A003,1,24,82571,-0.0339,0.5412,0.4896,23.8037,88.2568,9.4604,0.7306,,
DATA,A003,1,25,82581,-0.0282,0.5740,0.4556,34.5459,105.9570,11.4136,0.7334,,
DATA,A003,1,26,82591,-0.0258,0.6003,0.4356,37.5366,118.2251,12.9395,0.7422,,
DATA,A003,1,27,82601,-0.0226,0.6042,0.4012,38.1470,136.2305,15.6860,0.7256,,
DATA,A003,1,28,82611,-0.0304,0.5869,0.3751,38.6963,147.5220,17.8223,0.6972,,
DATA,A003,1,29,82621,-0.0444,0.5693,0.3341,42.3584,163.3911,21.6064,0.6616,,
DATA,A003,1,30,82631,-0.0519,0.5681,0.3148,46.3257,173.2788,24.4141,0.6515,,
DATA,A003,1,31,82641,-0.0736,0.5835,0.2926,53.5889,187.0728,29.9072,0.6569,,
DATA,A003,1,32,82651,-0.0910,0.6018,0.2803,58.4717,195.0684,33.9355,0.6701,,
DATA,A003,1,33,82661,-0.1188,0.6323,0.2669,64.8193,206.1768,40.8325,0.6965,,
DATA,A003,1,34,82671,-0.1408,0.6557,0.2611,68.3594,212.0972,46.0815,0.7197,,
DATA,A003,1,35,82681,-0.1701,0.6946,0.2564,73.1812,219.1772,54.4434,0.7597,,
DATA,A003,1,36,82691,-0.1916,0.7265,0.2486,75.4395,222.4731,60.3638,0.7914,,
DATA,A003,1,37,82701,-0.2204,0.7773,0.2454,79.3457,226.0132,70.0684,0.8444,,
DATA,A003,1,38,82711,-0.2445,0.8166,0.2484,81.2988,226.5015,77.3926,0.8879,,
DATA,A003,1,39,82721,-0.2795,0.8811,0.2523,83.7402,223.4497,88.6841,0.9581,,
DATA,A003,1,40,82731,-0.3070,0.9241,0.2557,84.7168,219.2993,96.1304,1.0067,,
DATA,A003,1,41,82741,-0.3451,0.9934,0.2659,84.4116,209.5947,107.1777,1.0847,,
DATA,A003,1,42,82751,-0.3676,1.0386,0.2752,83.6792,200.9888,113.9526,1.1355,,
DATA,A003,1,43,82761,-0.4023,1.1035,0.2911,81.0547,185.1196,123.1079,1.2101,,
DATA,A003,1,44,82771,-0.4240,1.1435,0.2996,78.6743,173.0957,128.2349,1.2559,,
DATA,A003,1,45,82781,-0.4306,1.1763,0.3094,75.1953,160.4004,132.3242,1.2902,,
DATA,A003,1,46,82791,-0.4167,1.1794,0.3221,70.6177,141.4185,136.2305,1.2917,,
DATA,A003,1,47,82801,-0.4557,1.2502,0.2996,73.6084,131.0425,137.0239,1.3640,,
DATA,A003,1,48,82811,-0.4718,1.2981,0.3367,62.1948,115.4175,136.1084,1.4216,,
DATA,A003,1,49,82821,-0.4147,1.3020,0.3397,54.2603,109.0698,132.9956,1.4080,,
DATA,A003,1,50,82831,-0.4357,1.3235,0.3680,42.6025,106.9946,124.3896,1.4411,,
DATA,A003,1,51,82841,-0.5319,1.3254,0.4141,32.0435,107.9712,118.5303,1.4870,,
DATA,A003,1,52,82851,-0.6225,1.3000,0.4390,15.7471,102.0508,110.1074,1.5068,,
DATA,A003,1,53,82861,-0.6261,1.2561,0.4317,7.5684,92.2241,103.6377,1.4684,,
DATA,A003,1,54,82871,-0.6186,1.1975,0.3919,-1.8921,70.1904,92.7734,1.4036,,
DATA,A003,1,55,82881,-0.5949,1.1562,0.3614,-6.7749,53.3447,84.4727,1.3496,,
DATA,A003,1,56,82891,-0.4933,1.0915,0.3135,-10.6812,34.2407,70.3735,1.2382,,
DATA,A003,1,57,82901,-0.4301,1.0539,0.2835,-12.0850,26.1841,61.7065,1.1731,,
DATA,A003,1,58,82911,-0.3739,1.0005,0.2291,-14.2822,18.4937,48.5840,1.0924,,
DATA,A003,1,59,82921,-0.3459,0.9582,0.1981,-14.7095,16.2354,40.6494,1.0378,,
DATA,A003,1,60,82931,-0.2765,0.9072,0.1583,-12.9395,18.4326,31.1279,0.9615,,
DATA,A003,1,61,82941,-0.2301,0.8823,0.1451,-10.4980,25.4517,26.5503,0.9233,,
DATA,A003,1,62,82951,-0.1940,0.8711,0.1370,-7.2021,42.2974,22.5220,0.9029,,
DATA,A003,1,63,82961,-0.2018,0.8796,0.1331,-5.9814,52.6123,21.7896,0.9122,,
DATA,A003,1,64,82971,-0.2328,0.8843,0.1251,-6.1646,68.4204,20.8130,0.9229,,
DATA,A003,1,65,82981,-0.2433,0.8747,0.1282,-7.0190,78.2471,19.7754,0.9170,,
DATA,A003,1,66,82991,-0.2587,0.8672,0.1282,-7.9956,91.4307,20.3247,0.9140,,
DATA,A003,1,67,83001,-0.2804,0.8576,0.1336,-8.7891,98.2666,21.0571,0.9122,,
DATA,A003,1,68,83011,-0.3193,0.8398,0.1412,-9.8877,104.7974,23.1323,0.9095,,
DATA,A003,1,69,83021,-0.3476,0.8257,0.1373,-9.8877,106.3843,25.0244,0.9063,,
DATA,A003,1,70,83031,-0.3918,0.8103,0.1368,-8.7280,104.1260,28.0151,0.9104,,
DATA,A003,1,71,83041,-0.4172,0.8074,0.1383,-6.6528,100.3418,29.9072,0.9192,,
DATA,A003,1,72,83051,-0.4394,0.8164,0.1324,-4.3945,91.9189,32.2876,0.9365,,
DATA,A003,1,73,83061,-0.4457,0.8210,0.1341,-3.6011,84.5337,33.4473,0.9438,,
DATA,A003,1,74,83071,-0.4516,0.8279,0.1336,-2.8076,76.4771,34.1187,0.9524,,
DATA,A003,1,75,83081,-0.4562,0.8293,0.1309,-2.1973,63.5986,33.6914,0.9555,,
DATA,A003,1,76,83091,-0.4518,0.8281,0.1270,-2.1973,55.4810,32.7148,0.9519,,
DATA,A003,1,77,83101,-0.4433,0.8147,0.1229,-1.8921,44.7998,30.0903,0.9356,,
DATA,A003,1,78,83111,-0.4264,0.8108,0.1280,-0.3662,40.1001,27.5269,0.9250,,
DATA,A003,1,79,83121,-0.4052,0.8259,0.1409,2.4414,35.1562,23.1934,0.9307,,
DATA,A003,1,80,83131,-0.3932,0.8528,0.1358,3.3569,33.1421,19.8364,0.9488,,
DATA,A003,1,81,83141,-0.3498,0.8659,0.1170,0.0610,33.5083,13.3057,0.9412,,
DATA,A003,1,82,83151,-0.3168,0.8515,0.1002,-3.3569,36.9873,8.7891,0.9141,,
DATA,A003,1,83,83161,-0.2902,0.8030,0.0831,-6.9580,44.7388,1.8921,0.8578,,
DATA,A003,1,84,83171,-0.2765,0.7812,0.0692,-7.8735,50.7202,-2.8687,0.8316,,
DATA,A003,1,85,83181,-0.2621,0.7659,0.0584,-6.7139,60.3027,-9.6436,0.8116,,
DATA,A003,1,86,83191,-0.2602,0.7649,0.0623,-5.3711,66.2842,-13.9771,0.8103,,
DATA,A003,1,87,83201,-0.2843,0.7707,0.0823,-4.5166,72.7539,-19.9585,0.8256,,
