row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A001,,,13140,,,,,,,,NEW_SESSION,
EVENT,A001,1,,18320,,,,,,,,START,
DATA,A001,1,1,18427,0.9377,-0.0132,0.3746,-4.7607,46.2646,8.7280,1.0098,,
DATA,A001,1,2,18531,0.9252,-0.0039,0.4534,-15.9302,30.4565,1.8921,1.0303,,
DATA,A001,1,3,18635,0.8954,-0.0097,0.4495,5.7373,-1.4648,-6.0425,1.0020,,
DATA,A001,1,4,18750,0.9176,0.0049,0.4715,10.8643,1.5259,0.5493,1.0317,,
DATA,A001,1,5,18859,0.8839,-0.0361,0.4439,-4.0894,5.4321,6.1646,0.9898,,
DATA,A001,1,6,19011,0.9289,-0.0349,0.4488,11.8408,-15.5640,11.6577,1.0322,,
DATA,A001,1,7,19150,0.9237,-0.0515,0.3912,-19.3481,11.9019,-1.7090,1.0045,,
EVENT,A001,1,,19414,,,,,,,,STOP,7
EVENT,A001,,,11293,,,,,,,,NEW_SESSION,
EVENT,A001,1,,14591,,,,,,,,START,
DATA,A001,1,2,14734,0.5301,0.0766,0.7625,14.5874,21.2402,5.8594,0.9318,,
DATA,A001,1,4,14869,0.5767,0.0829,0.8162,22.1558,21.5454,11.0474,1.0028,,
DATA,A001,1,6,15006,0.5537,0.0768,0.7991,29.0527,22.8271,9.2163,0.9752,,
DATA,A001,1,8,15158,0.5447,0.0690,0.7823,25.3296,21.7896,8.9111,0.9557,,
DATA,A001,1,10,15282,0.5442,0.0668,0.8047,28.1372,21.6675,9.7656,0.9738,,
DATA,A001,1,12,15415,0.5449,0.0707,0.7959,27.5269,19.4702,9.5825,0.9672,,
DATA,A001,1,14,15538,0.5449,0.0710,0.7991,29.4800,21.5454,9.7656,0.9698,,
DATA,A001,1,16,15661,0.5435,0.0736,0.7986,29.2969,20.0195,9.7046,0.9688,,
DATA,A001,1,18,15783,0.5401,0.0817,0.7984,30.9448,19.4702,9.5825,0.9673,,
DATA,A001,1,20,15906,0.5413,0.0873,0.7940,30.8838,19.6533,9.5215,0.9649,,
DATA,A001,1,22,16038,0.5408,0.0841,0.7993,28.4424,19.2261,9.5825,0.9688,,
DATA,A001,1,24,16174,0.5413,0.0907,0.7928,29.0527,18.2495,10.3149,0.9642,,
DATA,A001,1,26,16297,0.5479,0.0878,0.8025,27.3438,13.3057,10.6812,0.9757,,
DATA,A001,1,28,16420,0.5840,0.1064,0.8011,33.0811,6.1646,16.6016,0.9970,,
DATA,A001,1,30,16543,0.5764,0.0968,0.7991,31.1279,43.1519,3.6621,0.9901,,
EVENT,A001,2,,20058,,,,,,,,START,
DATA,A001,2,2,20214,0.5283,0.0700,0.8052,24.0479,20.8130,8.1177,0.9656,,
DATA,A001,2,4,20339,0.5330,0.0739,0.8057,27.4658,19.5313,9.3384,0.9689,,
DATA,A001,2,6,20473,0.5288,0.0744,0.8130,28.0762,19.8975,9.3994,0.9727,,
DATA,A001,2,8,20596,0.5247,0.0763,0.8145,29.1748,19.9585,9.3994,0.9719,,
DATA,A001,2,10,20730,0.5215,0.0717,0.8106,27.8931,19.8364,9.0332,0.9665,,
DATA,A001,2,12,20860,0.5293,0.0732,0.8155,29.2969,16.7847,9.7656,0.9749,,
DATA,A001,2,14,20983,0.5301,0.0761,0.7920,32.3486,8.7280,13.6108,0.9561,,
DATA,A001,2,16,21108,0.5528,0.0859,0.7713,25.0854,13.3057,7.5684,0.9528,,
EVENT,A001,,,13275,,,,,,,,NEW_SESSION,
EVENT,A001,,,13652,,,,,,,,NEW_SESSION,
DATA,A001,1,1,15534,0.8445,-0.0286,0.5729,0.6104,3.2959,0.9766,1.0209,,
DATA,A001,1,3,15934,0.8257,-0.0340,0.5753,-1.2207,1.4648,0.0000,1.0070,,
DATA,A001,1,5,16334,0.8335,-0.0333,0.5712,0.0000,1.6479,0.0000,1.0110,,
DATA,A001,1,7,16734,0.8348,-0.0320,0.5707,-0.6714,1.3428,-0.3662,1.0117,,
DATA,A001,1,9,17134,0.8313,-0.0362,0.5751,0.0610,2.8076,0.3052,1.0115,,
DATA,A001,1,11,17534,0.8284,-0.0355,0.5819,0.9155,2.3804,-1.2817,1.0130,,
EVENT,A001,1,,15181,,,,,,,,START,
DATA,A001,1,13,17934,0.8216,-0.0391,0.5907,-0.1221,3.6621,-0.2441,1.0127,,
DATA,A001,1,15,18334,0.8111,-0.0335,0.5883,-0.4883,0.9766,-1.6479,1.0025,,
DATA,A001,1,17,18734,0.8172,-0.0313,0.5966,-0.5493,1.6479,-0.1831,1.0123,,
DATA,A001,1,19,19134,0.8040,-0.0264,0.5941,-0.4883,2.4414,-1.2207,1.0001,,
DATA,A001,1,21,19534,0.8321,-0.0399,0.5827,29.1138,11.1694,9.8267,1.0166,,
