row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A002,,,56941,,,,,,,,NEW_SESSION,
EVENT,A002,1,,58518,,,,,,,,START,
DATA,A002,1,8,59333,0.8692,-0.2006,0.4555,1.8311,-0.4883,-0.3052,1.0017,,
DATA,A002,1,9,59433,0.8668,-0.1960,0.4423,1.2207,-1.2817,0.7935,0.9927,,
DATA,A002,1,10,59533,0.8731,-0.2004,0.4531,2.5024,-0.9155,0.3052,1.0039,,
DATA,A002,1,11,59633,0.8692,-0.1965,0.4489,1.4648,-0.3662,1.0376,0.9979,,
DATA,A002,1,12,59733,0.8714,-0.1994,0.4511,1.5869,-0.5493,-0.2441,1.0013,,
DATA,A002,1,13,59833,0.8700,-0.2004,0.4472,0.4883,0.0610,1.2207,0.9985,,
DATA,A002,1,14,59933,0.8717,-0.1982,0.4492,0.3662,-0.0610,0.6714,1.0004,,
DATA,A002,1,22,60738,0.8600,-0.2270,0.4809,3.5400,-3.1128,1.0376,1.0111,,
DATA,A002,1,23,60838,0.8509,-0.2336,0.4733,2.6245,0.5493,1.5259,1.0013,,
DATA,A002,1,24,60938,0.8492,-0.2294,0.4853,2.5024,0.9155,2.4414,1.0047,,
DATA,A002,1,25,61038,0.8373,-0.2233,0.4572,5.0659,2.3804,0.0000,0.9798,,
DATA,A002,1,26,61138,0.8543,-0.2292,0.5022,1.9531,4.2114,2.1362,1.0172,,
DATA,A002,1,27,61238,0.8434,-0.2290,0.4882,4.2114,1.4038,1.0986,1.0010,,
DATA,A002,1,28,61338,0.8463,-0.2263,0.4892,6.1646,0.4272,0.4272,1.0034,,
EVENT,A002,1,,61978,,,,,,,,STOP,34
EVENT,A002,2,,69338,,,,,,,,START,
DATA,A002,2,7,70072,0.8597,-0.2465,0.4531,2.8076,0.9766,0.4883,1.0026,,
DATA,A002,2,8,70172,0.8551,-0.2458,0.4441,2.5024,-0.6714,0.2441,0.9944,,
DATA,A002,2,9,70272,0.8565,-0.2531,0.4541,2.8076,-0.4883,0.0000,1.0020,,
DATA,A002,2,10,70372,0.8563,-0.2556,0.4550,1.0986,0.3052,1.1597,1.0028,,
DATA,A002,2,11,70472,0.8534,-0.2565,0.4580,1.1597,-0.9155,0.7324,1.0019,,
DATA,A002,2,12,70572,0.8573,-0.2563,0.4524,1.7090,-0.7324,0.3662,1.0026,,
DATA,A002,2,20,74196,0.8636,-0.2524,0.4292,2.2583,0.6104,0.1221,0.9969,,
DATA,A002,2,21,74296,0.8685,-0.2553,0.4311,1.5869,-2.0142,-0.3662,1.0027,,
DATA,A002,2,22,74396,0.8668,-0.2619,0.4416,1.7700,-1.3428,-0.1831,1.0074,,
DATA,A002,2,23,74496,0.8624,-0.2590,0.4357,1.7090,-1.3428,-0.3662,1.0003,,
DATA,A002,2,24,74596,0.8712,-0.2585,0.4309,1.8311,-0.3662,0.1221,1.0057,,
DATA,A002,2,25,74696,0.8707,-0.2622,0.4309,1.0376,-1.7700,0.1221,1.0062,,
DATA,A002,2,26,74796,0.8685,-0.2614,0.4375,2.0142,-1.1597,-0.4272,1.0070,,
DATA,A002,2,34,75676,0.8653,-0.2590,0.4233,2.0142,-1.3428,-0.3052,0.9975,,
DATA,A002,2,35,75776,0.8666,-0.2629,0.4397,0.8545,-2.1362,-0.7324,1.0066,,
DATA,A002,2,36,75876,0.8653,-0.2539,0.4235,1.4648,-1.9531,-0.4883,0.9963,,
DATA,A002,2,37,75976,0.8666,-0.2668,0.4228,0.4272,-5.1880,-2.1973,1.0004,,
DATA,A002,2,38,76076,0.8839,-0.2626,0.4213,0.9766,-6.8970,-2.3193,1.0138,,
DATA,A002,2,39,76176,0.8790,-0.2702,0.4043,7.8125,11.0474,1.8311,1.0045,,
