row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A001,,,14697,,,,,,,,NEW_SESSION,
EVENT,A001,1,,17403,,,,,,,,START,
DATA,A001,1,8,18441,0.9220,-0.1523,0.3730,3.3569,-0.4272,0.0000,1.0062,,
DATA,A001,1,9,18541,0.9164,-0.1442,0.3647,1.8921,-0.0610,0.2441,0.9968,,
DATA,A001,1,10,18641,0.9205,-0.1508,0.3735,1.7700,-0.6714,0.4272,1.0048,,
DATA,A001,1,11,18741,0.9122,-0.1472,0.3676,2.3193,-0.9766,-0.6714,0.9945,,
DATA,A001,1,12,18841,0.9203,-0.1501,0.3691,2.2583,0.1831,-0.3052,1.0028,,
DATA,A001,1,13,18941,0.9139,-0.1413,0.3625,1.5869,-1.2207,-0.7324,0.9933,,
DATA,A001,1,14,19041,0.9181,-0.1459,0.3715,1.9531,-0.2441,0.1221,1.0011,,
DATA,A001,1,21,19741,0.9183,-0.1523,0.3813,2.6245,-0.1831,-0.1221,1.0059,,
DATA,A001,1,22,19841,0.9115,-0.1425,0.3732,1.8921,-1.4648,-1.0376,0.9952,,
DATA,A001,1,23,19941,0.9210,-0.1413,0.3745,1.0986,-0.3052,0.0610,1.0042,,
DATA,A001,1,24,20041,0.9181,-0.1479,0.3806,2.0142,-1.0986,-0.5493,1.0048,,
DATA,A001,1,25,20141,0.9186,-0.1408,0.3786,2.8076,-0.7324,0.2441,1.0035,,
DATA,A001,1,26,20241,0.9134,-0.1384,0.3728,2.8076,0.1831,-0.2441,0.9962,,
DATA,A001,1,34,21115,0.9156,-0.1391,0.3691,2.5635,-0.7935,-0.7324,0.9970,,
DATA,A001,1,35,21215,0.9220,-0.1425,0.3818,2.0142,-0.4272,-0.8545,1.0080,,
DATA,A001,1,36,21315,0.9144,-0.1354,0.3745,2.1973,-1.2817,-0.0610,0.9974,,
DATA,A001,1,37,21415,0.9139,-0.1416,0.3767,1.7090,-0.7935,0.0000,0.9986,,
DATA,A001,1,38,21515,0.9183,-0.1423,0.3732,1.4038,-1.2817,-0.2441,1.0014,,
DATA,A001,1,39,21615,0.9151,-0.1420,0.3776,1.8311,-0.7324,0.1831,1.0001,,
DATA,A001,1,40,21715,0.9166,-0.1403,0.3779,1.0986,-0.7324,-0.6714,1.0013,,
DATA,A001,1,47,22415,0.9171,-0.1369,0.3708,1.8311,-0.4272,0.3052,0.9986,,
DATA,A001,1,48,22515,0.9186,-0.1403,0.3803,0.9766,-0.4883,0.4272,1.0040,,
DATA,A001,1,49,22615,0.9154,-0.1381,0.3762,2.6855,0.2441,0.4272,0.9993,,
DATA,A001,1,50,22715,0.9193,-0.1418,0.3842,2.6245,-0.4883,-0.4272,1.0064,,
DATA,A001,1,51,22815,0.9139,-0.1347,0.3728,2.1973,-0.3052,0.3052,0.9962,,
DATA,A001,1,52,22915,0.9159,-0.1389,0.3769,1.6479,-0.3662,0.1221,1.0001,,
DATA,A001,1,59,23615,0.9132,-0.1357,0.3840,1.9531,-0.6104,0.4272,0.9999,,
DATA,A001,1,60,23715,0.9166,-0.1462,0.3933,0.7324,-2.0142,0.0610,1.0081,,
DATA,A001,1,61,23815,0.9098,-0.1408,0.3718,2.1973,-1.8921,0.4883,0.9928,,
DATA,A001,1,62,23915,0.9144,-0.1433,0.3837,1.3428,-1.1597,0.1221,1.0020,,
DATA,A001,1,63,24015,0.9139,-0.1376,0.3818,1.6479,-0.9766,-0.4272,1.0000,,
DATA,A001,1,64,24115,0.9171,-0.1394,0.3813,2.3193,-0.7935,0.1221,1.0029,,
DATA,A001,1,71,24815,0.9132,-0.1350,0.3735,2.2583,-1.1597,0.1221,0.9958,,
