row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A003,,,62438,,,,,,,,NEW_SESSION,
EVENT,A003,1,,63830,,,,,,,,START,
DATA,A003,1,1,63943,0.5632,0.2704,0.7851,7.0801,59.7534,-12.9395,1.0034,,
DATA,A003,1,2,64043,0.5668,0.2651,0.7780,-2.5024,-6.7749,1.0376,0.9985,,
DATA,A003,1,3,64143,0.5646,0.2746,0.7841,-0.4272,8.4839,-1.1597,1.0045,,
DATA,A003,1,4,64243,0.5390,0.2507,0.7880,8.8501,19.8975,-3.9062,0.9871,,
DATA,A003,1,5,64343,0.5051,0.2924,0.8105,8.3008,4.5776,-1.4648,0.9988,,
DATA,A003,1,6,64446,0.5424,0.2944,0.7832,30.1514,-27.0386,3.1128,0.9971,,
DATA,A003,1,7,64546,0.6950,0.4950,0.6137,16.2354,-4.4556,-17.0898,1.0511,,
DATA,A003,1,8,64646,0.5786,0.3935,0.7561,2.6245,3.2349,-21.6675,1.0301,,
DATA,A003,1,9,64746,0.5532,0.3769,0.7500,-4.0283,-18.6157,3.5400,1.0052,,
DATA,A003,1,10,64846,0.5808,0.3874,0.7336,1.7700,-6.2256,8.8501,1.0127,,
DATA,A003,1,11,64946,0.5949,0.3764,0.6975,3.6621,-10.0098,6.9580,0.9910,,
DATA,A003,1,12,65046,0.6481,0.3835,0.6892,6.8359,-42.2363,10.5591,1.0208,,
DATA,A003,1,13,65146,0.6687,0.3403,0.6928,-13.0615,44.9219,-10.9253,1.0212,,
EVENT,A003,1,,65229,,,,,,,,STOP,13
