row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A002,,,55689,,,,,,,,NEW_SESSION,
EVENT,A002,1,,56906,,,,,,,,START,
DATA,A002,1,1,57010,0.6074,0.1791,0.7446,2.0142,31.0669,-12.0239,0.9774,,
DATA,A002,1,2,57110,0.5295,0.1972,0.8000,0.4883,17.0288,-6.0425,0.9794,,
DATA,A002,1,3,57210,0.5439,0.1952,0.8205,-0.0610,3.6011,-1.0986,1.0036,,
DATA,A002,1,4,57310,0.5385,0.2118,0.8208,4.2725,-5.6763,-4.1504,1.0043,,
DATA,A002,1,5,57410,0.4721,0.2155,0.7573,-1.1597,-82.5806,31.7383,0.9180,,
DATA,A002,1,6,57510,0.7065,0.1359,0.6638,-7.3242,-61.1572,20.3857,0.9789,,
DATA,A002,1,7,57610,0.7807,0.1349,0.6716,-6.3477,-37.0483,21.8506,1.0386,,
DATA,A002,1,8,57710,0.7602,0.0124,0.7089,27.5879,161.6821,-25.6958,1.0395,,
EVENT,A002,1,,57793,,,,,,,,STOP,8
EVENT,A002,2,,60360,,,,,,,,START,
DATA,A002,2,1,60464,0.4143,0.2658,0.8413,18.7378,54.5044,-28.0151,0.9747,,
DATA,A002,2,2,60564,0.5610,0.1479,0.7094,-28.2593,-13.9160,-10.8643,0.9164,,
DATA,A002,2,3,60664,0.5402,0.2226,0.8449,16.1743,4.6387,0.6104,1.0273,,
DATA,A002,2,4,60764,0.6215,0.2768,0.7544,23.9258,-40.5273,23.8037,1.0159,,
DATA,A002,2,5,60864,0.6957,0.2238,0.6626,17.7612,-37.7197,9.5215,0.9865,,
DATA,A002,2,6,60964,0.7668,0.3212,0.7663,1.6479,-81.6040,26.4893,1.1307,,
DATA,A002,2,7,61064,0.7360,0.1974,0.6372,-2.5635,41.7480,-10.3149,0.9933,,
EVENT,A002,2,,61147,,,,,,,,STOP,7
EVENT,A002,,,48366,,,,,,,,NEW_SESSION,
EVENT,A002,1,,50119,,,,,,,,START,
DATA,A002,1,1,50234,0.9162,0.1257,0.3511,-30.6396,86.1206,-67.9932,0.9892,,
DATA,A002,1,2,50323,0.9135,0.1452,0.4482,22.9492,3.8452,-7.5684,1.0279,,
DATA,A002,1,3,50416,0.9326,0.1923,0.4617,-10.4980,-29.1138,-28.5645,1.0582,,
DATA,A002,1,4,50509,0.8894,0.2243,0.3933,-18.8599,-4.3945,-5.3101,0.9980,,
DATA,A002,1,5,50602,0.7790,0.1410,0.4802,42.1143,-11.5967,41.6870,0.9259,,
DATA,A002,1,6,50702,0.9951,0.1989,0.2278,33.6304,-116.5161,17.7002,1.0400,,
DATA,A002,1,7,50784,0.9990,0.2485,0.1338,3.3569,-22.7661,-17.4561,1.0381,,
DATA,A002,1,8,50878,1.0295,0.2834,0.0969,-51.5137,7.2632,-20.1416,1.0722,,
DATA,A002,1,9,50972,0.9917,0.3105,0.1792,-71.7163,85.3882,-24.5361,1.0545,,
DATA,A002,1,10,51067,0.7971,0.4010,0.2957,26.9775,103.2104,23.3154,0.9400,,
DATA,A002,1,11,51157,0.9589,0.3610,0.4927,-0.9766,5.7373,24.1699,1.1369,,
DATA,A002,1,12,51249,0.7534,0.2716,0.5142,29.4800,-6.0425,68.9697,0.9517,,
DATA,A002,1,13,51343,0.9992,0.2619,0.4536,-5.9814,-156.4331,89.4775,1.1282,,
DATA,A002,1,14,51437,0.9565,0.1283,0.2556,-3.2349,17.1509,33.3862,0.9984,,
DATA,A002,1,15,51532,1.1997,0.1056,0.3347,-5.6152,-34.6680,19.7144,1.2500,,
EVENT,A002,1,,51627,,,,,,,,STOP,15
EVENT,A002,2,,53613,,,,,,,,START,
DATA,A002,2,1,53728,0.6455,0.3754,-0.6865,-14.5264,11.7188,-20.3857,1.0143,,
DATA,A002,2,2,53817,0.6313,0.3195,-0.7192,-6.2256,-1.9531,-11.7188,1.0089,,
DATA,A002,2,3,53900,0.5444,0.4186,-0.7183,-3.8452,-8.6060,-12.8174,0.9937,,
DATA,A002,2,4,53983,0.5434,0.3700,-0.7397,4.3945,-9.7656,-3.2959,0.9897,,
DATA,A002,2,5,54057,0.4597,0.4157,-0.7644,6.8970,-12.5122,43.0298,0.9841,,
DATA,A002,2,6,54149,0.5395,0.3815,-0.7808,-2.2583,-13.1836,20.8740,1.0228,,
DATA,A002,2,7,54232,0.5620,0.3505,-0.7593,-11.9019,-18.6768,7.5073,1.0076,,
EVENT,A002,2,,54325,,,,,,,,STOP,7
EVENT,A002,,,28906,,,,,,,,NEW_SESSION,
EVENT,A002,1,,30319,,,,,,,,START,
DATA,A002,1,1,30435,0.8265,-0.1584,0.5509,10.4980,15.3198,-6.4697,1.0058,,
DATA,A002,1,2,30525,0.8182,-0.1637,0.5634,2.8687,8.6060,-4.0283,1.0068,,
DATA,A002,1,3,30609,0.8148,-0.1603,0.5673,3.9062,8.5449,-2.8076,1.0057,,
DATA,A002,1,4,30693,0.8094,-0.1574,0.5560,2.9907,9.1553,-0.0610,0.9945,,
DATA,A002,1,5,30786,0.8109,-0.1957,0.5626,5.7373,1.8311,18.9819,1.0062,,
DATA,A002,1,6,30885,0.8238,-0.1698,0.5231,1.8921,8.6060,0.2441,0.9905,,
EVENT,A002,1,,30968,,,,,,,,STOP,6
EVENT,A002,2,,32551,,,,,,,,START,
DATA,A002,2,1,32657,0.8587,-0.1359,0.5267,0.6714,15.5029,-8.3008,1.0165,,
DATA,A002,2,2,32747,0.8375,-0.1342,0.5321,1.4038,8.3008,-1.4038,1.0013,,
DATA,A002,2,3,32831,0.8365,-0.1449,0.5326,4.2114,7.0801,1.2207,1.0022,,
DATA,A002,2,4,32913,0.8363,-0.1481,0.5304,2.9297,4.3945,4.5166,1.0013,,
DATA,A002,2,5,33006,0.8375,-0.1642,0.5336,2.5635,2.8687,1.8921,1.0065,,
DATA,A002,2,6,33107,0.8424,-0.1598,0.5284,5.0049,6.1646,4.8828,1.0072,,
DATA,A002,2,7,33190,0.8426,-0.1591,0.5299,6.1035,6.6528,2.0752,1.0080,,
DATA,A002,2,8,33275,0.8458,-0.1618,0.5231,5.9204,7.8125,2.4414,1.0075,,
DATA,A002,2,9,33367,0.8451,-0.1823,0.5345,15.3198,1.6479,11.6577,1.0164,,
DATA,A002,2,10,33452,0.8587,-0.1723,0.5096,0.5493,9.8877,-6.1646,1.0133,,
EVENT,A002,2,,33541,,,,,,,,STOP,10
EVENT,A002,3,,34086,,,,,,,,START,
DATA,A002,3,1,34192,0.8538,-0.1271,0.4923,7.2632,13.3667,-9.8267,0.9938,,
DATA,A002,3,2,34283,0.8394,-0.1620,0.5175,-2.7466,6.9580,-2.6245,0.9993,,
DATA,A002,3,3,34377,0.8509,-0.1576,0.5096,3.6621,7.9346,0.6104,1.0043,,
DATA,A002,3,4,34463,0.8490,-0.1557,0.5077,2.3804,6.7749,1.0986,1.0014,,
DATA,A002,3,5,34545,0.8438,-0.1689,0.4989,0.4883,3.4180,5.9204,0.9947,,
DATA,A002,3,6,34644,0.8582,-0.1860,0.5057,-5.1880,-3.5400,6.7749,1.0134,,
DATA,A002,3,7,34727,0.8555,-0.1974,0.5016,4.3335,2.3804,6.5308,1.0112,,
DATA,A002,3,8,34812,0.8917,-0.1925,0.4696,4.6997,7.4463,12.6343,1.0260,,
EVENT,A002,3,,35222,,,,,,,,STOP,9
DATA,A002,3,9,34897,0.8634,-0.2189,0.4681,3.7842,10.3760,-6.3477,1.0062,,
EVENT,A002,,,19256,,,,,,,,NEW_SESSION,
EVENT,A002,1,,41118,,,,,,,,START,
DATA,A002,1,15,41780,0.7308,0.2387,0.7100,-0.6714,13.4888,-0.9766,1.0465,,
DATA,A002,1,16,41820,0.7159,0.2279,0.7239,-2.1362,8.3008,-3.6621,1.0433,,
DATA,A002,1,17,41860,0.7369,0.2350,0.6971,-1.4648,12.6343,-1.0376,1.0412,,
DATA,A002,1,18,41900,0.7249,0.2262,0.7161,-2.0142,7.8125,-2.0142,1.0438,,
DATA,A002,1,19,41940,0.7244,0.2274,0.7176,-2.1973,5.3711,-3.2959,1.0447,,
DATA,A002,1,20,41980,0.7318,0.2311,0.7293,-3.7231,7.3853,-2.7466,1.0587,,
DATA,A002,1,21,42020,0.7266,0.2306,0.7142,-3.2349,7.7515,-2.7466,1.0446,,
DATA,A002,1,22,42060,0.7271,0.2199,0.7218,-3.2349,8.9722,-3.5400,1.0478,,
DATA,A002,1,23,42100,0.7249,0.2245,0.7144,-3.1738,8.1177,-3.6011,1.0423,,
DATA,A002,1,24,42140,0.7237,0.2279,0.7127,-2.8076,9.3994,-3.7231,1.0410,,
DATA,A002,1,25,42180,0.7218,0.2194,0.7132,-2.0142,8.8501,-3.6011,1.0381,,
DATA,A002,1,26,42220,0.7274,0.2201,0.7122,-2.7466,7.9956,-3.2959,1.0415,,
DATA,A002,1,27,42260,0.7322,0.2189,0.7144,-2.3193,8.9111,-3.2349,1.0462,,
DATA,A002,1,28,42300,0.7318,0.2206,0.7152,-2.0752,8.1177,-3.3569,1.0467,,
EVENT,A002,1,,42592,,,,,,,,STOP,33
EVENT,A002,2,,44730,,,,,,,,START,
DATA,A002,2,15,45401,0.7034,0.2252,0.7362,-2.3804,9.5825,-3.7231,1.0428,,
DATA,A002,2,16,45441,0.7044,0.2245,0.7381,-2.0142,9.8267,-3.6011,1.0447,,
DATA,A002,2,17,45481,0.7005,0.2208,0.7388,-1.6479,10.6812,-2.9297,1.0418,,
DATA,A002,2,18,45521,0.7049,0.2274,0.7347,-2.3193,9.5215,-3.7231,1.0433,,
DATA,A002,2,19,45561,0.7027,0.2230,0.7425,-2.3193,9.4604,-3.3569,1.0464,,
DATA,A002,2,20,45601,0.7020,0.2208,0.7366,-2.0142,9.1553,-3.7842,1.0412,,
DATA,A002,2,21,45641,0.7012,0.2245,0.7352,-1.9531,9.6436,-3.6011,1.0405,,
DATA,A002,2,22,45681,0.7015,0.2262,0.7364,-1.4648,9.8267,-3.6621,1.0419,,
DATA,A002,2,23,45721,0.7022,0.2262,0.7379,-2.5024,9.2163,-3.9062,1.0434,,
DATA,A002,2,24,45761,0.6995,0.2279,0.7342,-2.8687,8.7891,-3.6011,1.0394,,
DATA,A002,2,25,45801,0.7032,0.2238,0.7362,-1.9531,8.6060,-3.7231,1.0423,,
DATA,A002,2,26,45841,0.7037,0.2308,0.7391,-3.0518,9.3384,-3.8452,1.0463,,
DATA,A002,2,27,45881,0.6995,0.2255,0.7349,-2.1973,8.4839,-3.7842,1.0394,,
