row_type,session_id,record_id,sample_id,device_timestamp_ms,ax,ay,az,gx,gy,gz,acc_norm,event_type,sample_count
EVENT,A001,,,17649,,,,,,,,NEW_SESSION,
EVENT,A001,1,,24245,,,,,,,,START,
DATA,A001,1,76,26503,0.4797,-0.0230,0.8944,-6.4697,-7.1411,-7.9956,1.0151,,
DATA,A001,1,77,26523,0.4802,0.0185,0.8792,-5.1270,-7.1411,-6.5308,1.0020,,
DATA,A001,1,78,26543,0.4633,-0.0015,0.8756,-7.5684,-6.8359,-5.0049,0.9906,,
DATA,A001,1,79,26563,0.4758,-0.0090,0.8765,-12.3901,-6.8970,-3.7842,0.9974,,
DATA,A001,1,80,26583,0.4636,0.0002,0.8856,-13.6108,-0.7935,-3.6011,0.9996,,
DATA,A001,1,81,26603,0.4824,-0.0024,0.8904,-8.5449,-0.3052,-0.0610,1.0127,,
DATA,A001,1,82,26623,0.4877,0.0039,0.8533,-9.5215,-3.8452,-1.2207,0.9829,,
DATA,A001,1,83,26643,0.4880,-0.0178,0.8372,-9.0332,-1.7700,0.4883,0.9692,,
DATA,A001,1,84,26663,0.4780,-0.0095,0.8553,-11.9019,1.5869,0.0610,0.9798,,
DATA,A001,1,85,26683,0.4816,-0.0215,0.8497,-9.9487,2.1362,1.6479,0.9769,,
DATA,A001,1,86,26703,0.4890,-0.0291,0.8651,-9.7656,3.6621,2.5024,0.9941,,
DATA,A001,1,87,26723,0.4985,-0.0295,0.8751,-5.7373,7.9956,1.1597,1.0075,,
DATA,A001,1,88,26743,0.4807,-0.0357,0.8719,-1.2207,10.0708,1.7700,0.9962,,
DATA,A001,1,89,26763,0.4980,-0.0305,0.8614,-2.1973,6.8359,2.5024,0.9954,,
DATA,A001,1,90,26783,0.5124,-0.0234,0.8497,-6.8970,5.3101,2.1362,0.9925,,
DATA,A001,1,91,26803,0.4948,-0.0391,0.8834,-6.8359,6.4087,0.3052,1.0133,,
DATA,A001,1,92,26823,0.4865,-0.0264,0.8692,-4.8218,6.8970,1.6479,0.9964,,
DATA,A001,1,93,26843,0.4997,-0.0403,0.8763,-3.2349,4.9438,2.6855,1.0096,,
DATA,A001,1,94,26863,0.5058,-0.0281,0.8629,-1.4038,9.7656,0.4272,1.0006,,
DATA,A001,1,95,26883,0.4714,-0.0232,0.8638,-3.3569,9.0942,0.3662,0.9843,,
DATA,A001,1,96,26903,0.5021,-0.0225,0.8438,-7.3242,7.3242,1.7090,0.9822,,
DATA,A001,1,97,26923,0.4890,-0.0310,0.8507,-7.2632,4.2725,0.6714,0.9817,,
DATA,A001,1,98,26943,0.4885,-0.0325,0.8721,-5.9204,3.8452,0.3052,1.0001,,
DATA,A001,1,99,26963,0.4980,-0.0444,0.8716,-3.6011,5.7983,0.7324,1.0049,,
DATA,A001,1,100,26983,0.5163,-0.0615,0.8670,-5.7373,3.6011,1.2207,1.0110,,
DATA,A001,1,126,27572,0.7851,0.2436,0.5765,4.3335,-44.3115,-18.6157,1.0040,,
DATA,A001,1,127,27592,0.7307,0.2900,0.6971,-12.0239,-43.0298,-27.8320,1.0507,,
DATA,A001,1,128,27612,0.6537,0.3630,0.7640,-9.5825,-51.7578,-24.0479,1.0690,,
DATA,A001,1,129,27632,0.6042,0.3735,0.7142,-9.7656,-57.7393,-4.6997,1.0073,,
DATA,A001,1,130,27652,0.6598,0.3086,0.6216,-9.6436,-71.9604,18.4937,0.9576,,
DATA,A001,1,131,27672,0.6601,0.2021,0.5316,-8.4839,-80.5054,22.9492,0.8713,,
DATA,A001,1,132,27692,0.5722,0.1970,0.3746,4.0894,-55.7861,11.5967,0.7117,,
DATA,A001,1,133,27712,0.6620,0.2698,0.2977,-15.8691,-27.0386,31.3721,0.7744,,
DATA,A001,1,134,27732,0.7023,0.1982,0.5206,-49.3164,-45.4102,53.1006,0.8964,,
DATA,A001,1,135,27752,0.6804,0.1013,0.5447,-42.7246,-66.9556,61.9507,0.8774,,
DATA,A001,1,136,27772,0.6601,0.0520,0.5081,-40.7104,-70.1904,54.9316,0.8346,,
DATA,A001,1,137,27792,0.7036,-0.0134,0.5211,-37.2925,-67.5659,51.6357,0.8756,,
DATA,A001,1,138,27812,0.7641,-0.0711,0.5767,-28.8086,-37.9639,36.2549,0.9600,,
DATA,A001,1,139,27832,0.7297,-0.0632,0.6187,-14.4043,10.3760,15.5640,0.9588,,
DATA,A001,1,140,27852,0.6623,0.0041,0.6927,-14.4653,22.1558,-0.0610,0.9584,,
DATA,A001,1,141,27872,0.5912,-0.0154,0.7623,-23.8037,17.5781,4.0894,0.9648,,
DATA,A001,1,142,27892,0.5637,-0.0161,0.8026,-20.4468,16.5405,19.2871,0.9808,,
DATA,A001,1,143,27912,0.7277,-0.1108,0.8746,-18.7378,20.5078,31.3110,1.1431,,
DATA,A001,1,144,27932,0.7592,-0.1299,0.8089,-12.7563,7.2632,20.2637,1.1170,,
DATA,A001,1,145,27952,0.6982,-0.1165,0.7488,-6.5918,11.3525,11.6577,1.0304,,
DATA,A001,1,146,27972,0.6791,-0.0405,0.6512,7.3853,26.3672,11.9629,0.9418,,
DATA,A001,1,147,27992,0.7780,-0.1194,0.7584,9.0942,18.4326,17.2119,1.0930,,
DATA,A001,1,148,28012,0.8144,-0.0877,0.7510,6.3477,19.9585,12.8784,1.1113,,
DATA,A001,1,149,28032,0.7829,-0.0720,0.7288,1.5259,17.0898,6.8970,1.0721,,
DATA,A001,1,150,28052,0.7905,-0.0676,0.7137,-0.4272,16.2354,5.0049,1.0671,,
DATA,A001,1,26,24860,0.4758,0.0986,0.8751,2.5024,0.3662,2.2583,1.0009,,
DATA,A001,1,27,24880,0.4704,0.1069,0.8585,4.4556,3.1128,2.3193,0.9847,,
DATA,A001,1,28,24900,0.4638,0.1013,0.8609,2.3804,4.9438,2.0752,0.9831,,
DATA,A001,1,29,24920,0.4636,0.0998,0.8695,3.4180,4.0283,2.1362,0.9904,,
DATA,A001,1,30,24940,0.4711,0.1057,0.8719,3.7231,2.6245,2.5024,0.9967,,
DATA,A001,1,31,24960,0.4721,0.1094,0.8773,4.0894,2.0752,2.8687,1.0022,,
DATA,A001,1,32,24980,0.4775,0.1111,0.8655,2.2583,1.6479,3.3569,0.9947,,
DATA,A001,1,33,25000,0.4716,0.1138,0.8782,2.5024,2.9297,2.9297,1.0033,,
DATA,A001,1,34,25020,0.4755,0.1108,0.8799,1.2207,5.0049,2.2583,1.0063,,
DATA,A001,1,35,25040,0.4748,0.1135,0.8631,1.5259,4.1504,2.2583,0.9916,,
DATA,A001,1,36,25060,0.4658,0.1128,0.8587,0.9155,4.0283,2.6245,0.9834,,
DATA,A001,1,37,25080,0.4733,0.1182,0.8724,1.4038,4.6387,2.2583,0.9995,,
DATA,A001,1,38,25100,0.4687,0.1143,0.8677,-0.7935,4.8218,2.9297,0.9928,,
DATA,A001,1,39,25120,0.4772,0.1177,0.8590,-0.7935,5.9814,2.5024,0.9896,,
DATA,A001,1,40,25140,0.4777,0.1106,0.8353,-0.6714,4.8828,2.9297,0.9686,,
DATA,A001,1,41,25160,0.4699,0.1140,0.8445,0.3052,7.0190,3.5400,0.9732,,
DATA,A001,1,42,25180,0.4709,0.1262,0.8631,1.4648,7.4463,3.2959,0.9913,,
DATA,A001,1,43,25200,0.4680,0.1201,0.8756,-0.1221,6.9580,2.5635,1.0000,,
DATA,A001,1,44,25220,0.4702,0.1138,0.8682,-2.1973,4.9438,2.8687,0.9939,,
DATA,A001,1,45,25240,0.4714,0.1211,0.8746,-1.0376,6.1646,2.4414,1.0009,,
DATA,A001,1,46,25260,0.4741,0.1191,0.8716,-1.0986,5.5542,2.3804,0.9993,,
DATA,A001,1,47,25280,0.4704,0.1169,0.8738,-3.0518,7.0801,3.0518,0.9993,,
DATA,A001,1,48,25300,0.4789,0.1140,0.8616,-1.6479,8.1787,2.8076,0.9924,,
DATA,A001,1,49,25320,0.4680,0.1133,0.8609,-2.8076,6.5918,3.4180,0.9864,,
DATA,A001,1,50,25340,0.4702,0.1189,0.8499,-0.9766,8.1787,3.2959,0.9785,,
DATA,A001,1,51,25686,0.3942,0.1157,0.8712,-21.3013,23.4985,0.1831,0.9632,,
DATA,A001,1,52,25706,0.4230,0.0857,0.9132,-19.1040,16.0522,0.7935,1.0100,,
DATA,A001,1,53,25726,0.4081,0.0830,0.8675,-11.2305,16.6626,1.2817,0.9623,,
DATA,A001,1,54,25746,0.4128,0.0813,0.8917,-7.2021,19.0430,1.5259,0.9859,,
DATA,A001,1,55,25766,0.3801,0.0701,0.9222,-5.8594,19.7144,3.9062,0.9999,,
DATA,A001,1,56,25786,0.3864,0.0752,0.8951,-2.8687,18.7988,2.6245,0.9778,,
DATA,A001,1,57,25806,0.3681,0.0671,0.9232,-7.5684,16.5405,2.8687,0.9961,,
DATA,A001,1,58,25826,0.3652,0.0547,0.9366,-7.8735,16.6626,2.0142,1.0067,,
DATA,A001,1,59,25846,0.3744,0.0615,0.9571,-2.9907,15.9912,3.0518,1.0296,,
DATA,A001,1,60,25866,0.3830,0.0461,0.9588,-10.2539,7.0801,8.5449,1.0335,,
DATA,A001,1,61,25886,0.3664,0.0642,0.9637,-10.4370,11.4746,6.4087,1.0330,,
DATA,A001,1,62,25906,0.3698,0.0691,0.9471,-11.5356,7.5073,8.5449,1.0191,,
DATA,A001,1,63,25926,0.3686,0.0693,0.9193,-10.0708,3.1738,9.2163,0.9928,,
DATA,A001,1,64,25946,0.3640,0.0701,0.9149,-10.4370,2.5635,5.9204,0.9871,,
DATA,A001,1,65,25966,0.3713,0.0669,0.9183,-11.5967,3.7231,6.2256,0.9928,,
DATA,A001,1,66,25986,0.3625,0.0564,0.9168,-9.1553,4.9438,2.6245,0.9875,,
DATA,A001,1,67,26006,0.3803,0.0579,0.9112,-8.3008,3.0518,2.1973,0.9891,,
DATA,A001,1,68,26026,0.3786,0.0388,0.9146,-4.6387,-0.3052,1.2817,0.9906,,
DATA,A001,1,69,26046,0.3676,0.0373,0.9310,-4.2114,4.5776,1.2817,1.0016,,
DATA,A001,1,70,26066,0.3788,0.0361,0.9273,-4.6387,3.9673,1.7700,1.0024,,
DATA,A001,1,71,26086,0.3806,0.0364,0.9288,-2.2583,2.4414,2.3804,1.0044,,
DATA,A001,1,72,26106,0.3845,0.0381,0.9149,-3.2349,1.1597,3.2349,0.9931,,
DATA,A001,1,73,26126,0.3845,0.0403,0.9119,-0.9766,0.6104,3.9062,0.9905,,
DATA,A001,1,74,26146,0.3764,0.0452,0.9173,0.6104,-4.6997,4.2725,0.9926,,
DATA,A001,1,75,26166,0.3911,0.0486,0.9222,1.1597,-7.5684,4.5166,1.0028,,
DATA,A001,1,176,28611,0.7565,-0.0618,0.6221,1.5869,7.9956,3.6011,0.9814,,
DATA,A001,1,177,28631,0.7426,-0.0557,0.6285,1.8311,9.0332,3.1738,0.9745,,
DATA,A001,1,178,28651,0.7492,-0.0486,0.6290,-0.9766,7.2021,3.3569,0.9794,,
DATA,A001,1,179,28671,0.7375,-0.0486,0.6365,-1.5259,6.1035,3.8452,0.9754,,
DATA,A001,1,180,28691,0.7502,-0.0415,0.6497,-1.2207,7.8125,4.8828,0.9933,,
DATA,A001,1,181,28711,0.7426,-0.0503,0.6546,0.0610,5.7373,6.1646,0.9912,,
DATA,A001,1,182,28731,0.7480,-0.0566,0.6312,0.7935,6.5308,5.2490,0.9803,,
DATA,A001,1,183,28751,0.7792,-0.0547,0.6529,-1.7090,6.0425,6.0425,1.0181,,
DATA,A001,1,184,28771,0.7682,-0.0364,0.6485,0.2441,6.8359,3.2959,1.0060,,
DATA,A001,1,185,28791,0.7551,-0.0444,0.6636,1.4648,10.0098,1.8921,1.0062,,
DATA,A001,1,186,28811,0.7590,-0.0537,0.6575,-0.8545,5.8594,4.1504,1.0056,,
DATA,A001,1,187,28831,0.7482,-0.0510,0.6641,-2.1362,4.9438,3.7842,1.0018,,
DATA,A001,1,188,28851,0.7399,-0.0464,0.6578,-2.3193,4.3945,4.9438,0.9911,,
DATA,A001,1,189,28871,0.7546,-0.0339,0.6675,-0.7324,5.1270,6.0425,1.0080,,
DATA,A001,1,190,28891,0.7546,-0.0466,0.6539,1.5869,4.3335,6.3477,0.9996,,
DATA,A001,1,191,28911,0.7426,-0.0464,0.6321,0.3052,4.9438,5.6152,0.9763,,
DATA,A001,1,192,28931,0.7758,-0.0596,0.6561,-2.1362,3.4180,5.7373,1.0178,,
DATA,A001,1,193,28951,0.7519,-0.0515,0.6429,-1.4038,5.3101,2.3193,0.9906,,
DATA,A001,1,194,28971,0.7333,-0.0459,0.6456,-1.2207,6.5918,2.4414,0.9781,,
DATA,A001,1,195,28991,0.6952,-0.0657,0.6473,-0.6104,6.7139,4.8828,0.9522,,
DATA,A001,1,196,29011,0.7307,-0.0493,0.6468,0.2441,4.5166,7.6904,0.9770,,
DATA,A001,1,197,29031,0.7678,-0.0615,0.6675,-0.2441,4.4556,7.4463,1.0192,,
DATA,A001,1,198,29051,0.7614,-0.0574,0.6627,-0.8545,4.6997,5.1270,1.0110,,
DATA,A001,1,199,29071,0.7587,-0.0667,0.6512,-2.3804,6.1646,3.8452,1.0021,,
DATA,A001,1,200,29091,0.7573,-0.0662,0.6693,-0.5493,7.6294,4.5166,1.0128,,
DATA,A001,1,226,29639,0.7153,-0.0364,0.6617,4.2114,7.9956,1.6479,0.9751,,
DATA,A001,1,227,29659,0.7136,-0.0313,0.6414,1.8921,6.9580,6.0425,0.9600,,
DATA,A001,1,228,29679,0.7494,-0.0432,0.6448,-0.1831,3.9673,7.8735,0.9896,,
DATA,A001,1,229,29699,0.7543,-0.0630,0.6500,-1.6479,5.4321,4.8218,0.9977,,
DATA,A001,1,230,29719,0.7299,-0.0535,0.6509,0.7935,6.8970,3.7842,0.9795,,
DATA,A001,1,231,29739,0.7455,-0.0501,0.6373,-1.1597,4.9438,6.1646,0.9821,,
DATA,A001,1,232,29759,0.7458,-0.0588,0.6575,-0.7324,3.4790,5.5542,0.9960,,
DATA,A001,1,233,29779,0.7292,-0.0496,0.6683,-0.3662,6.1035,4.5776,0.9903,,
DATA,A001,1,234,29799,0.7568,-0.0645,0.6675,-1.5259,7.0190,5.9814,1.0112,,
DATA,A001,1,235,29819,0.7382,-0.0671,0.6556,0.4883,7.6904,4.1504,0.9896,,
DATA,A001,1,236,29839,0.7597,-0.0596,0.6671,-0.8545,7.4463,4.5166,1.0128,,
DATA,A001,1,237,29859,0.7629,-0.0703,0.6658,-0.7935,4.8218,5.3711,1.0150,,
DATA,A001,1,238,29879,0.7643,-0.0635,0.6702,0.6714,5.3711,3.2349,1.0186,,
DATA,A001,1,239,29899,0.7473,-0.0586,0.6729,-1.8311,4.8218,2.0142,1.0073,,
DATA,A001,1,240,29919,0.7394,-0.0481,0.6656,-1.0376,4.6387,3.5400,0.9960,,
DATA,A001,1,241,29939,0.7443,-0.0559,0.6666,-0.9155,4.2114,3.4180,1.0007,,
DATA,A001,1,242,29959,0.7487,-0.0527,0.6568,0.2441,5.1270,2.1973,0.9974,,
DATA,A001,1,243,29979,0.7341,-0.0559,0.6666,-0.7935,5.0659,2.9907,0.9931,,
DATA,A001,1,244,29999,0.7341,-0.0498,0.6439,-0.6104,3.5400,3.7842,0.9777,,
DATA,A001,1,245,30019,0.7482,-0.0486,0.6644,0.3052,4.3335,3.9062,1.0018,,
DATA,A001,1,246,30039,0.7346,-0.0437,0.6595,1.4038,5.4932,2.6855,0.9881,,
DATA,A001,1,247,30059,0.7448,-0.0498,0.6575,0.7324,5.9814,3.0518,0.9948,,
DATA,A001,1,248,30079,0.7521,-0.0513,0.6534,0.0610,4.9438,4.1504,0.9976,,
DATA,A001,1,249,30099,0.7404,-0.0518,0.6734,0.0610,4.8828,4.2114,1.0022,,
DATA,A001,1,250,30119,0.7519,-0.0564,0.6656,-0.0610,4.4556,4.6387,1.0058,,
DATA,A001,1,276,30675,0.7558,-0.0303,0.6512,4.7607,5.5542,3.3569,0.9981,,
DATA,A001,1,277,30695,0.7455,-0.0354,0.6409,4.1504,4.0894,5.6152,0.9838,,
DATA,A001,1,278,30715,0.7631,-0.0471,0.6527,4.0283,3.9673,5.1270,1.0053,,
DATA,A001,1,279,30735,0.7580,-0.0479,0.6373,2.6855,3.7231,3.3569,0.9914,,
DATA,A001,1,280,30755,0.7375,-0.0396,0.6260,1.5259,3.0518,5.1270,0.9682,,
